SYMBOL,SERIES,DATE,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,NO_OF_TRADES,DELIV_QTY,DELIV_PER
AMBER, EQ, 28-Nov-2022,1997.75,1994.7,2004.75,1965.0, 1970.00,1969.4,1978.47,45284,7510, 28810, 63.62
AMBUJACEM, EQ, 28-Nov-2022,564.65,564.0,572.5,562.8, 569.70,568.45,567.96,4078114,43351, 1545051, 37.89
AMRUTANJAN, EQ, 28-Nov-2022,705.8,705.8,713.85,701.55, 703.60,703.9,707.04,21404,2732, 13069, 61.06
ANURAS, EQ, 28-Nov-2022,726.7,728.0,740.5,727.25, 731.00,730.65,734.42,37020,2742, 17033, 46.01
APARINDS, EQ, 28-Nov-2022,1476.45,1484.0,1514.0,1454.6, 1507.00,1501.35,1481.79,86460,11691, 44219, 51.14
APLAPOLLO, EQ, 28-Nov-2022,1081.85,1086.8,1089.0,1070.0, 1080.00,1086.35,1081.48,333618,17492, 205324, 61.54
APLLTD, EQ, 28-Nov-2022,597.85,600.0,604.85,598.0, 600.00,600.05,600.42,82502,4948, 54880, 66.52
APOLLOHOSP, EQ, 28-Nov-2022,4789.45,4761.0,4768.85,4683.25, 4720.00,4721.85,4718.22,598162,48672, 178426, 29.83
APOLLOPIPE, EQ, 28-Nov-2022,475.7,480.0,505.0,471.95, 495.00,495.7,492.79,105594,4961, 51709, 48.97
APOLLOTYRE, EQ, 28-Nov-2022,293.2,296.05,314.0,296.05, 311.90,312.7,309.49,20698755,138134, 5505133, 26.60
ARVIND, EQ, 28-Nov-2022,93.05,93.7,95.25,93.4, 94.15,94.25,94.45,636457,5037, 304578, 47.86
ARVINDFASN, EQ, 28-Nov-2022,330.1,330.2,336.55,329.15, 332.10,334.05,333.09,199249,9181, 95531, 47.95
ASAHIINDIA, EQ, 28-Nov-2022,616.25,617.2,622.55,608.2, 615.30,616.05,614.95,89816,4750, 38905, 43.32
ASHIANA, EQ, 28-Nov-2022,146.95,144.6,148.0,143.0, 146.70,145.65,145.08,58460,1314, 36553, 62.53
ASHOKA, EQ, 28-Nov-2022,74.35,74.35,78.45,74.35, 78.00,77.6,76.32,2245703,15277, 1350318, 60.13
ASHOKLEY, EQ, 28-Nov-2022,148.75,149.9,151.15,148.75, 150.00,150.0,150.23,8370995,67487, 3497186, 41.78
ASIANPAINT, EQ, 28-Nov-2022,3108.15,3108.15,3159.0,3096.7, 3151.00,3151.2,3140.44,914689,59043, 419939, 45.91
ASTEC, EQ, 28-Nov-2022,2128.8,2139.45,2139.45,2080.0, 2082.00,2082.2,2091.54,15607,3497, 9145, 58.60
ASTERDM, EQ, 28-Nov-2022,232.05,232.05,234.6,228.65, 232.00,232.15,231.53,253293,8499, 103020, 40.67
ASTRAL, EQ, 28-Nov-2022,1894.0,1904.0,1909.0,1880.1, 1899.95,1895.9,1894.89,254701,23481, 123474, 48.48
ASTRAZEN, EQ, 28-Nov-2022,3359.8,3359.8,3388.55,3347.0, 3359.00,3360.95,3363.33,9711,1850, 6030, 62.09
ATFL, EQ, 28-Nov-2022,769.8,771.7,849.9,764.2, 838.00,829.6,795.91,56075,2981, 35602, 63.49
ATUL, EQ, 28-Nov-2022,8201.55,8201.55,8430.0,8151.95, 8406.00,8420.7,8343.89,43426,8043, 25131, 57.87
AUBANK, EQ, 28-Nov-2022,637.75,629.7,644.75,629.7, 636.50,638.75,640.58,945254,23074, 431130, 45.61
AUROPHARMA, EQ, 28-Nov-2022,464.05,464.5,469.6,463.5, 467.50,467.35,466.52,876607,18166, 321182, 36.64
AUTOAXLES, EQ, 28-Nov-2022,1995.1,1983.0,2055.0,1983.0, 2026.00,2019.8,2029.69,9130,2433, 5059, 55.41
AVANTIFEED, EQ, 28-Nov-2022,388.95,390.9,394.5,383.5, 384.00,386.1,388.54,293974,8361, 135160, 45.98
AXISBANK, EQ, 28-Nov-2022,887.75,887.7,899.5,885.3, 892.90,891.7,893.59,7928147,171525, 5343792, 67.40
BAJAJ-AUTO, EQ, 28-Nov-2022,3640.25,3630.2,3710.0,3630.2, 3673.05,3676.7,3682.26,185431,16482, 54530, 29.41
BAJAJCON, EQ, 28-Nov-2022,158.05,158.0,158.9,157.25, 157.50,157.45,157.73,167573,3480, 109234, 65.19
BAJAJELEC, EQ, 28-Nov-2022,1105.25,1106.45,1138.9,1102.3, 1137.00,1136.05,1126.88,69324,5350, 24235, 34.96
BAJAJFINSV, EQ, 28-Nov-2022,1633.7,1630.0,1661.9,1628.85, 1649.95,1652.85,1651.94,2005182,52771, 1177266, 58.71
BAJAJHLDNG, EQ, 28-Nov-2022,6371.8,6381.25,6517.55,6319.55, 6376.10,6395.3,6435.77,327886,50167, 210974, 64.34
BAJFINANCE, EQ, 28-Nov-2022,6747.5,6729.0,6832.8,6728.55, 6775.00,6777.45,6790.44,604054,57204, 224387, 37.15
BALAMINES, EQ, 28-Nov-2022,2925.0,2926.5,2947.1,2922.0, 2935.05,2928.55,2933.39,22816,3592, 11451, 50.19
BALKRISIND, EQ, 28-Nov-2022,2026.35,2036.0,2067.55,2030.55, 2040.00,2044.5,2049.5,459052,25137, 175453, 38.22
BALMLAWRIE, EQ, 28-Nov-2022,121.55,121.1,125.5,121.1, 123.50,123.6,124.21,756061,8512, 363554, 48.09
BALRAMCHIN, EQ, 28-Nov-2022,375.65,374.0,382.3,372.9, 378.05,379.55,378.31,2684183,35138, 530908, 19.78
BANARISUG, EQ, 28-Nov-2022,3048.85,3055.0,3170.0,3028.75, 3111.00,3098.25,3106.26,5730,1075, 2798, 48.83
BANDHANBNK, EQ, 28-Nov-2022,219.15,220.5,225.95,219.2, 223.45,224.35,223.31,10132532,63877, 4157951, 41.04
BANKBARODA, EQ, 28-Nov-2022,167.85,168.45,168.85,166.25, 167.80,167.85,167.47,18058295,70735, 6440581, 35.67
BANKINDIA, EQ, 28-Nov-2022,81.8,81.8,83.15,79.7, 81.70,81.25,81.39,11460216,34766, 3906182, 34.08
BASF, EQ, 28-Nov-2022,2658.6,2665.0,2676.0,2635.8, 2654.00,2639.95,2649.25,11753,1821, 7498, 63.80
BATAINDIA, EQ, 28-Nov-2022,1710.3,1711.3,1726.75,1708.05, 1714.00,1711.45,1716.7,219628,12241, 96148, 43.78
BBTC, EQ, 28-Nov-2022,918.65,918.7,922.9,910.0, 915.00,914.15,914.95,20882,1702, 13161, 63.03
BDL, EQ, 28-Nov-2022,957.95,953.0,970.0,951.55, 953.60,956.0,960.5,422952,13388, 137985, 32.62
BECTORFOOD, EQ, 28-Nov-2022,426.2,425.0,433.45,423.05, 426.80,427.85,429.15,142205,4216, 89721, 63.09
BEL, EQ, 28-Nov-2022,107.15,107.1,108.75,106.95, 107.25,107.4,107.78,11289089,40728, 6797354, 60.21
BEML, EQ, 28-Nov-2022,1476.25,1473.1,1497.4,1472.0, 1485.20,1487.45,1484.27,37558,4798, 17204, 45.81
BEPL, EQ, 28-Nov-2022,110.15,109.95,112.75,109.95, 111.45,110.75,111.11,315423,6736, 77586, 24.60
BERGEPAINT, EQ, 28-Nov-2022,616.7,622.0,627.0,617.0, 617.00,619.4,622.63,843757,23347, 213648, 25.32
BHARATFORG, EQ, 28-Nov-2022,847.05,847.05,861.1,847.05, 854.65,859.05,855.63,1026517,60899, 578054, 56.31
BHARATRAS, EQ, 28-Nov-2022,10137.6,10130.0,10173.85,9950.0, 10020.00,10051.4,10066.51,1467,607, 753, 51.33
BHARTIARTL, EQ, 28-Nov-2022,846.85,840.25,852.55,836.05, 838.50,837.4,841.09,3668846,97644, 2447934, 66.72
BHEL, EQ, 28-Nov-2022,81.95,83.0,84.85,81.15, 81.20,81.4,83.26,77942912,138655, 19197302, 24.63
BIOCON, EQ, 28-Nov-2022,282.15,282.15,284.6,280.3, 281.80,281.2,282.11,2087670,18463, 1385679, 66.37
BIRLACORPN, EQ, 28-Nov-2022,951.45,956.25,977.0,930.0, 935.80,934.3,950.84,131209,9057, 55747, 42.49
BLUEDART, EQ, 28-Nov-2022,7363.5,7350.0,7562.35,7317.0, 7550.00,7542.65,7470.83,51604,11981, 26146, 50.67
BLUESTARCO, EQ, 28-Nov-2022,1210.7,1209.95,1235.0,1208.45, 1220.00,1220.85,1221.52,56080,14230, 41987, 74.87
BOMDYEING, EQ, 28-Nov-2022,80.8,80.8,81.6,80.5, 81.00,81.0,80.94,1135685,5694, 488260, 42.99
BOSCHLTD, EQ, 28-Nov-2022,16936.6,16872.0,17047.0,16850.0, 16960.00,16973.6,16953.65,17734,3431, 8794, 49.59
BPCL, EQ, 28-Nov-2022,324.45,327.0,341.9,327.0, 340.80,340.75,336.62,13209249,110795, 4991817, 37.79
BRIGADE, EQ, 28-Nov-2022,479.75,481.95,490.0,480.45, 489.35,488.55,485.94,84558,4350, 46912, 55.48
BRITANNIA, EQ, 28-Nov-2022,4183.7,4168.85,4229.3,4161.0, 4225.00,4213.05,4192.79,222792,27229, 137316, 61.63
BSE, EQ, 28-Nov-2022,571.95,571.95,583.6,569.05, 571.00,570.8,574.75,529764,16434, 228385, 43.11
BSOFT, EQ, 28-Nov-2022,293.9,294.8,304.0,293.7, 299.00,299.6,299.63,5038833,56099, 1815559, 36.03
CAMLINFINE, EQ, 28-Nov-2022,164.2,164.2,169.8,162.0, 163.80,163.55,167.05,1135111,13176, 433544, 38.19
CANBK, EQ, 28-Nov-2022,326.85,328.6,328.6,322.25, 323.80,324.15,324.63,6846677,46332, 1507352, 22.02
CANFINHOME, EQ, 28-Nov-2022,544.7,546.0,554.0,543.0, 547.00,545.95,548.22,985840,18105, 290555, 29.47
CAPACITE, EQ, 28-Nov-2022,143.9,143.9,147.2,142.8, 143.15,143.25,144.79,133002,3888, 81243, 61.08
CAPLIPOINT, EQ, 28-Nov-2022,735.15,737.95,765.5,735.25, 759.00,758.25,755.06,82789,6046, 37651, 45.48
CARBORUNIV, EQ, 28-Nov-2022,820.5,820.0,848.8,817.1, 845.00,841.8,832.21,105383,8618, 47197, 44.79
CARERATING, EQ, 28-Nov-2022,555.15,547.0,565.45,545.75, 545.90,547.0,553.95,90556,4193, 52763, 58.27
CASTROLIND, EQ, 28-Nov-2022,130.55,132.3,132.45,129.65, 129.95,129.95,131.0,637459,6269, 349471, 54.82
CCL, EQ, 28-Nov-2022,506.1,503.3,520.0,503.3, 519.75,518.15,512.25,139408,5721, 80857, 58.00
CDSL, EQ, 28-Nov-2022,1217.95,1216.8,1236.95,1216.0, 1225.15,1225.65,1226.57,226459,14010, 97065, 42.86
CEATLTD, EQ, 28-Nov-2022,1799.45,1789.0,1943.65,1776.05, 1929.00,1918.5,1878.95,852346,49064, 143012, 16.78
CENTRALBK, EQ, 28-Nov-2022,25.65,25.7,26.2,25.4, 25.60,25.55,25.8,14101618,15485, 4454857, 31.59
CENTRUM, EQ, 28-Nov-2022,24.75,25.15,25.2,24.4, 24.50,24.75,24.99,131737,664, 109612, 83.21
CENTURYPLY, EQ, 28-Nov-2022,539.9,540.95,564.4,540.05, 564.40,563.0,555.98,171041,11511, 104844, 61.30
CENTURYTEX, EQ, 28-Nov-2022,790.05,790.0,811.0,788.35, 801.70,804.0,803.33,138798,5672, 59812, 43.09
CERA, EQ, 28-Nov-2022,5531.2,5545.0,5631.4,5505.95, 5525.60,5541.85,5560.7,23348,5241, 7834, 33.55
CESC, EQ, 28-Nov-2022,74.45,74.45,75.75,74.45, 74.95,74.9,75.03,2277615,8447, 1324907, 58.17
CGCL, EQ, 28-Nov-2022,742.0,739.0,750.0,736.0, 740.50,743.05,741.06,47882,2061, 18009, 37.61
CHALET, EQ, 28-Nov-2022,362.1,359.0,363.6,356.35, 359.15,359.85,359.76,183785,6545, 123835, 67.38
CHAMBLFERT, EQ, 28-Nov-2022,303.05,303.15,311.8,302.25, 308.50,308.5,307.9,2646775,33112, 1060161, 40.05
CHEMCON, EQ, 28-Nov-2022,304.85,305.5,306.5,297.25, 298.90,299.7,301.56,98811,5374, 44875, 45.41
CHENNPETRO, EQ, 28-Nov-2022,201.4,202.0,214.0,202.0, 211.00,211.4,210.47,1853504,21606, 713949, 38.52
CHOLAFIN, EQ, 28-Nov-2022,720.75,719.0,726.05,715.0, 720.95,720.3,720.73,960285,44834, 626857, 65.28
CHOLAHLDNG, EQ, 28-Nov-2022,585.4,588.95,593.85,577.95, 580.00,580.2,581.43,35088,1672, 22241, 63.39
CIPLA, EQ, 28-Nov-2022,1105.35,1100.0,1110.0,1094.1, 1101.00,1101.75,1100.69,673339,30030, 297894, 44.24
COALINDIA, EQ, 28-Nov-2022,231.4,230.55,232.75,228.4, 229.85,229.85,229.9,8146840,84048, 4578271, 56.20
COCHINSHIP, EQ, 28-Nov-2022,627.75,630.9,659.0,628.55, 652.00,655.3,649.06,1943839,42615, 334821, 17.22
COFORGE, EQ, 28-Nov-2022,3944.8,3920.0,3990.0,3919.95, 3975.00,3979.4,3966.57,148043,13492, 55527, 37.51
COLPAL, EQ, 28-Nov-2022,1580.0,1579.8,1588.0,1576.0, 1580.00,1579.15,1581.16,102129,9995, 63044, 61.73
CONCOR, EQ, 28-Nov-2022,762.95,760.0,773.45,756.1, 766.00,765.0,767.55,1091485,34359, 441479, 40.45
CONFIPET, EQ, 28-Nov-2022,80.9,82.3,83.8,81.0, 81.55,81.65,82.29,1263010,8769, 590497, 46.75
COROMANDEL, EQ, 28-Nov-2022,920.35,921.35,928.6,911.0, 916.30,918.65,921.32,385944,14878, 206876, 53.60
CRAFTSMAN, EQ, 28-Nov-2022,3031.8,3035.0,3090.4,2992.75, 3020.10,3029.6,3049.99,58082,12919, 32695, 56.29
CREDITACC, EQ, 28-Nov-2022,980.0,980.0,996.0,966.25, 980.00,982.2,984.38,85609,7745, 33164, 38.74
CRISIL, EQ, 28-Nov-2022,2981.2,2981.2,3003.5,2960.0, 2975.00,2969.25,2982.24,69991,11178, 55375, 79.12
CROMPTON, EQ, 28-Nov-2022,365.2,365.2,367.4,361.7, 362.30,362.45,364.52,781871,22562, 532990, 68.17
CSBBANK, EQ, 28-Nov-2022,218.0,218.8,221.9,217.3, 219.50,219.75,219.45,150821,3028, 71784, 47.60
CUB, EQ, 28-Nov-2022,186.55,186.75,190.7,186.55, 190.30,189.95,188.19,2290313,9451, 1393803, 60.86
CUMMINSIND, EQ, 28-Nov-2022,1379.25,1375.0,1409.25,1366.8, 1388.00,1390.4,1391.63,588237,21561, 254056, 43.19
CYIENT, EQ, 28-Nov-2022,796.7,797.0,823.6,797.0, 808.55,807.8,809.36,222753,7659, 141556, 63.55
DAAWAT, EQ, 28-Nov-2022,115.05,115.4,115.4,112.6, 113.10,112.9,113.54,667514,7506, 397983, 59.62
DABUR, EQ, 28-Nov-2022,556.55,556.55,562.9,555.6, 559.80,558.6,560.48,1384789,30962, 1008569, 72.83
DALBHARAT, EQ, 28-Nov-2022,1742.15,1742.0,1764.4,1734.05, 1752.15,1759.7,1751.74,114509,5426, 60764, 53.06
DALMIASUG, EQ, 28-Nov-2022,352.6,353.45,358.7,349.95, 353.15,354.2,353.75,104523,3583, 43337, 41.46
DBCORP, EQ, 28-Nov-2022,111.4,111.4,114.75,111.4, 113.10,113.55,113.53,312073,5530, 182979, 58.63
DBL, EQ, 28-Nov-2022,223.05,223.05,234.75,222.55, 233.00,233.1,230.24,506212,9976, 191940, 37.92
DCAL, EQ, 28-Nov-2022,98.85,98.9,101.45,98.9, 100.20,100.15,100.15,464083,7440, 233915, 50.40
DCBBANK, EQ, 28-Nov-2022,121.5,121.9,127.15,120.9, 125.50,125.65,124.87,5651839,33647, 2896570, 51.25
DCMSHRIRAM, EQ, 28-Nov-2022,838.6,845.4,862.75,843.1, 851.95,847.3,854.41,85015,4766, 53366, 62.77
DEEPAKNTR, EQ, 28-Nov-2022,2108.55,2108.55,2144.0,2108.55, 2124.10,2122.7,2126.58,242359,13739, 79442, 32.78
DELTACORP, EQ, 28-Nov-2022,220.75,220.0,234.9,219.85, 231.55,232.1,231.48,13656421,79801, 4285373, 31.38
DEN, EQ, 28-Nov-2022,35.25,35.2,36.25,35.15, 35.40,35.3,35.62,1080438,2765, 507466, 46.97
DFMFOODS, EQ, 28-Nov-2022,373.4,373.4,384.9,370.25, 384.00,383.15,381.31,123859,2904, 98851, 79.81
DHAMPURSUG, EQ, 28-Nov-2022,227.4,225.0,230.7,223.5, 225.90,225.5,226.81,386888,7393, 139583, 36.08
DHANI, EQ, 28-Nov-2022,47.5,49.0,49.85,48.7, 49.85,49.85,49.63,4205912,10869, 1749106, 41.59
DHANUKA, EQ, 28-Nov-2022,702.15,705.0,712.95,703.0, 705.50,706.65,707.88,24975,4250, 5830, 23.34
DIAMONDYD, EQ, 28-Nov-2022,960.25,960.0,965.0,932.25, 965.00,959.75,953.97,6280,1352, 3331, 53.04
DISHTV, EQ, 28-Nov-2022,21.35,20.9,21.25,19.55, 20.10,20.05,20.38,24042934,22236, 11110179, 46.21
DIVISLAB, EQ, 28-Nov-2022,3342.65,3352.0,3385.0,3337.5, 3370.00,3375.55,3369.41,498592,36358, 286246, 57.41
DIXON, EQ, 28-Nov-2022,4368.3,4350.7,4390.1,4316.0, 4330.00,4338.1,4343.55,139922,12183, 76515, 54.68
DLF, EQ, 28-Nov-2022,396.6,396.0,402.0,394.2, 394.60,395.2,396.8,3330551,32021, 1555695, 46.71
DMART, EQ, 28-Nov-2022,3904.45,3913.4,3934.0,3890.0, 3899.00,3907.7,3914.68,228975,30371, 140789, 61.49
DOLLAR, EQ, 28-Nov-2022,432.05,432.05,439.4,432.05, 438.00,436.45,435.38,27392,1808, 15359, 56.07
DRREDDY, EQ, 28-Nov-2022,4418.1,4414.75,4447.4,4386.5, 4400.00,4402.0,4407.05,306168,28180, 185083, 60.45
EASEMYTRIP, EQ, 28-Nov-2022,64.95,66.0,69.5,65.2, 67.20,67.45,68.02,21751980,51079, 4654499, 21.40
EDELWEISS, EQ, 28-Nov-2022,66.2,66.2,67.6,65.8, 66.40,66.9,66.83,2079434,9765, 864046, 41.55
EICHERMOT, EQ, 28-Nov-2022,3414.1,3413.7,3449.5,3402.1, 3440.00,3441.4,3432.07,435882,31186, 171515, 39.35
EIDPARRY, EQ, 28-Nov-2022,613.05,611.7,613.45,604.0, 611.00,611.05,609.87,116415,5061, 51836, 44.53
EIHOTEL, EQ, 28-Nov-2022,177.0,176.8,177.85,173.5, 174.70,175.15,175.05,532181,8216, 353191, 66.37
ELGIEQUIP, EQ, 28-Nov-2022,484.95,480.25,495.75,479.0, 490.15,492.65,487.18,501670,16183, 292393, 58.28
EMAMILTD, EQ, 28-Nov-2022,433.7,435.9,448.0,432.3, 445.00,446.05,441.11,231616,8872, 138496, 59.80
ENDURANCE, EQ, 28-Nov-2022,1515.65,1511.45,1542.55,1502.0, 1510.05,1522.3,1525.63,27369,4722, 13998, 51.15
ENGINERSIN, EQ, 28-Nov-2022,80.45,80.95,86.5,80.85, 83.90,84.0,84.41,18674029,59953, 6703979, 35.90
EPL, EQ, 28-Nov-2022,161.85,161.85,171.5,161.05, 166.00,165.35,167.66,1219895,23739, 476585, 39.07
EQUITAS, EQ, 28-Nov-2022,113.9,114.0,115.5,110.3, 114.00,113.6,114.39,1027588,11734, 541451, 52.69
EQUITASBNK, EQ, 28-Nov-2022,53.4,53.45,53.85,53.2, 53.50,53.6,53.54,730328,4120, 374584, 51.29
ERIS, EQ, 28-Nov-2022,669.6,669.6,688.0,669.6, 688.00,683.55,679.98,14218,1935, 8678, 61.04
ESABINDIA, EQ, 28-Nov-2022,3764.25,3720.0,3844.95,3712.0, 3771.00,3804.55,3792.25,3404,1263, 1856, 54.52
ESCORTS, EQ, 28-Nov-2022,2288.35,2284.55,2303.9,2260.3, 2265.00,2268.75,2282.88,311974,16583, 62048, 19.89
EVEREADY, EQ, 28-Nov-2022,366.7,369.7,369.7,350.0, 352.70,351.35,358.04,211462,4991, 129624, 61.30
EXIDEIND, EQ, 28-Nov-2022,185.55,185.9,188.4,184.15, 185.20,185.7,186.3,3076130,25919, 1209918, 39.33
FACT, EQ, 28-Nov-2022,142.5,142.85,154.6,142.5, 150.65,150.75,150.72,3244671,28248, 581794, 17.93
FDC, EQ, 28-Nov-2022,292.7,291.7,291.7,287.0, 287.00,289.35,289.31,136089,5775, 71696, 52.68
FEDERALBNK, EQ, 28-Nov-2022,132.55,133.25,134.25,132.3, 133.35,133.8,133.41,7327894,42827, 3475100, 47.42
FILATEX, EQ, 28-Nov-2022,95.4,95.4,96.3,94.15, 95.40,95.05,95.02,117674,2722, 71108, 60.43
FINCABLES, EQ, 28-Nov-2022,566.25,568.0,574.9,555.1, 558.00,559.4,565.63,239915,8852, 110695, 46.14
FINEORG, EQ, 28-Nov-2022,6079.1,6109.0,6154.65,6065.0, 6108.00,6124.05,6111.39,29919,6304, 14490, 48.43
FINPIPE, EQ, 28-Nov-2022,161.75,161.6,162.6,157.8, 158.90,158.85,160.09,580266,7919, 314006, 54.11
FMGOETZE, EQ, 28-Nov-2022,309.05,307.5,310.0,305.05, 305.25,306.15,306.64,95967,2274, 60827, 63.38
FORTIS, EQ, 28-Nov-2022,287.55,287.3,294.8,284.65, 292.60,292.5,291.09,1475350,21621, 988477, 67.00
FSL, EQ, 28-Nov-2022,109.2,109.3,111.6,108.8, 109.00,109.2,110.16,3664699,16087, 1594576, 43.51
GABRIEL, EQ, 28-Nov-2022,182.75,188.6,199.4,187.0, 198.10,198.15,194.52,3211214,29771, 1020952, 31.79
GAEL, EQ, 28-Nov-2022,230.05,230.8,232.9,230.0, 231.90,231.6,231.17,115246,3463, 68883, 59.77
GAIL, EQ, 28-Nov-2022,93.25,93.3,93.8,92.45, 92.50,92.75,93.05,11371642,40809, 6246188, 54.93
GALAXYSURF, EQ, 28-Nov-2022,2826.05,2826.05,2840.05,2795.0, 2799.00,2801.9,2811.62,9368,2521, 5734, 61.21
GANECOS, EQ, 28-Nov-2022,913.8,914.8,930.0,909.1, 920.00,918.2,920.03,58204,4203, 22309, 38.33
GARFIBRES, EQ, 28-Nov-2022,3324.35,3358.0,3371.85,3280.0, 3305.00,3310.0,3314.77,7396,2722, 4675, 63.21
GATI, EQ, 28-Nov-2022,166.5,166.5,167.15,164.8, 165.50,165.2,166.16,176368,3656, 84005, 47.63
GENUSPOWER, EQ, 28-Nov-2022,96.85,96.4,102.5,95.65, 101.20,100.65,99.64,3676924,17470, 1795980, 48.84
GEOJITFSL, EQ, 28-Nov-2022,46.8,46.8,47.6,46.6, 47.00,47.15,47.22,475276,4561, 301656, 63.47
GEPIL, EQ, 28-Nov-2022,142.95,142.0,144.75,139.45, 141.10,141.0,142.26,168674,2822, 84030, 49.82
GESHIP, EQ, 28-Nov-2022,666.45,675.4,709.9,675.4, 693.90,692.85,696.06,1413338,36582, 445705, 31.54
GET&D, EQ, 28-Nov-2022,131.9,131.8,132.75,129.85, 131.05,131.9,131.4,42304,1175, 22679, 53.61
GHCL, EQ, 28-Nov-2022,569.15,561.5,567.5,560.15, 564.00,563.9,563.89,233922,8319, 116004, 49.59
GICRE, EQ, 28-Nov-2022,144.65,145.6,150.25,145.05, 146.00,146.1,148.0,1099680,15129, 438979, 39.92
GILLETTE, EQ, 28-Nov-2022,5055.3,5069.9,5079.0,5040.4, 5041.30,5061.25,5056.91,2157,762, 1442, 66.85
GLAND, EQ, 28-Nov-2022,1693.1,1701.6,1752.0,1695.05, 1747.00,1745.1,1728.81,150780,14002, 54261, 35.99
GLAXO, EQ, 28-Nov-2022,1333.7,1340.0,1340.0,1323.9, 1325.50,1329.25,1328.72,58171,7867, 38327, 65.89
GLENMARK, EQ, 28-Nov-2022,426.35,425.55,433.3,423.5, 431.15,432.3,431.09,617233,20733, 273274, 44.27
GMDCLTD, EQ, 28-Nov-2022,144.7,144.95,151.3,143.55, 147.70,148.9,147.22,1075886,10117, 397188, 36.92
GMMPFAUDLR, EQ, 28-Nov-2022,1908.3,1914.45,1928.0,1879.45, 1901.05,1893.35,1893.84,73054,8496, 35346, 48.38
GMRINFRA, EQ, 28-Nov-2022,40.7,41.0,41.15,40.05, 40.25,40.35,40.68,11501562,36172, 4253676, 36.98
