SYMBOL,SERIES,DATE,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,NO_OF_TRADES,DELIV_QTY,DELIV_PER
BOMDYEING, EQ, 25-Nov-2022,80.55,80.6,82.35,80.0,80.85,80.8,81.0,1578699,7588, 698824, 44.27
BOSCHLTD, EQ, 25-Nov-2022,16638.3,16721.45,16988.0,16602.55,16900.0,16936.6,16853.99,27789,5341, 13182, 47.44
BPCL, EQ, 25-Nov-2022,321.0,321.0,326.25,316.4,323.6,324.45,323.28,4296778,49587, 1167788, 27.18
BRIGADE, EQ, 25-Nov-2022,469.9,472.0,483.7,466.85,478.25,479.75,474.58,120454,11714, 49352, 40.97
BRITANNIA, EQ, 25-Nov-2022,4191.2,4212.0,4212.0,4148.3,4165.05,4183.7,4169.25,244021,16093, 135286, 55.44
BSE, EQ, 25-Nov-2022,568.95,570.5,575.85,567.1,572.95,571.95,572.07,318381,11223, 145681, 45.76
BSOFT, EQ, 25-Nov-2022,292.3,294.6,296.25,291.0,293.5,293.9,293.84,3518144,39020, 887948, 25.24
CAMLINFINE, EQ, 25-Nov-2022,161.55,161.55,165.8,157.2,164.6,164.2,162.68,966076,11329, 375976, 38.92
CANBK, EQ, 25-Nov-2022,328.55,327.3,333.95,324.6,326.4,326.85,329.28,11092300,63541, 1908893, 17.21
CANFINHOME, EQ, 25-Nov-2022,524.6,525.0,547.2,521.8,544.5,544.7,539.85,1505086,27385, 529184, 35.16
CAPACITE, EQ, 25-Nov-2022,138.95,139.3,144.9,139.3,143.95,143.9,142.71,175809,4942, 89048, 50.65
CAPLIPOINT, EQ, 25-Nov-2022,738.05,741.75,741.75,732.85,735.05,735.15,735.08,19051,1834, 9578, 50.28
CARBORUNIV, EQ, 25-Nov-2022,823.85,828.0,834.0,815.0,818.0,820.5,827.43,81338,4960, 37134, 45.65
CARERATING, EQ, 25-Nov-2022,530.55,526.05,559.0,525.15,552.35,555.15,548.21,259132,8882, 161082, 62.16
CASTROLIND, EQ, 25-Nov-2022,130.2,130.1,134.0,130.1,130.8,130.55,131.88,899867,9421, 330051, 36.68
CCL, EQ, 25-Nov-2022,514.4,519.0,519.0,505.1,506.0,506.1,511.39,72425,3925, 33733, 46.58
CDSL, EQ, 25-Nov-2022,1215.25,1218.0,1226.95,1215.0,1217.4,1217.95,1219.72,185652,12084, 85423, 46.01
CEATLTD, EQ, 25-Nov-2022,1730.6,1739.0,1844.1,1731.35,1776.0,1799.45,1796.58,597920,34163, 148923, 24.91
CENTRALBK, EQ, 25-Nov-2022,25.0,25.2,26.35,24.9,25.6,25.65,25.68,31159980,27686, 7459192, 23.94
CENTRUM, EQ, 25-Nov-2022,24.8,24.85,25.25,24.1,24.9,24.75,24.86,155191,1124, 106815, 68.83
CENTURYPLY, EQ, 25-Nov-2022,542.75,543.0,547.45,535.0,540.0,539.9,539.53,156081,10803, 74244, 47.57
CENTURYTEX, EQ, 25-Nov-2022,786.7,787.0,799.0,784.9,790.05,790.05,791.9,138225,6102, 64865, 46.93
CERA, EQ, 25-Nov-2022,5506.25,5506.25,5648.0,5440.2,5569.0,5531.2,5553.83,53926,10415, 10606, 19.67
CESC, EQ, 25-Nov-2022,74.85,75.2,76.3,73.75,74.5,74.45,74.87,2522426,24617, 1184726, 46.97
CGCL, EQ, 25-Nov-2022,749.95,753.65,753.65,737.0,739.0,742.0,743.83,38466,2080, 8552, 22.23
CHALET, EQ, 25-Nov-2022,345.55,345.55,368.0,342.0,360.7,362.1,356.81,392223,8906, 136284, 34.75
CHAMBLFERT, EQ, 25-Nov-2022,297.65,300.0,304.0,297.2,303.0,303.05,301.57,1879519,28562, 528990, 28.14
CHEMCON, EQ, 25-Nov-2022,296.3,297.1,307.0,295.8,304.25,304.85,301.16,143962,6329, 46438, 32.26
CHENNPETRO, EQ, 25-Nov-2022,199.5,201.45,204.0,200.3,201.95,201.4,201.63,454668,7164, 164309, 36.14
CHOLAFIN, EQ, 25-Nov-2022,722.05,725.0,728.75,718.25,720.5,720.75,722.08,772119,30349, 341187, 44.19
CHOLAHLDNG, EQ, 25-Nov-2022,591.8,594.8,596.4,580.5,584.0,585.4,588.39,12197,967, 7035, 57.68
CIPLA, EQ, 25-Nov-2022,1095.35,1093.05,1107.0,1078.5,1104.8,1105.35,1094.38,1454838,44538, 533929, 36.70
COALINDIA, EQ, 25-Nov-2022,228.5,229.65,233.65,227.8,231.6,231.4,231.35,10046363,64987, 4381937, 43.62
COCHINSHIP, EQ, 25-Nov-2022,645.7,645.8,652.1,622.55,628.95,627.75,633.23,1405317,36070, 249592, 17.76
COFORGE, EQ, 25-Nov-2022,3947.9,3963.85,3990.0,3925.0,3934.1,3944.8,3953.74,158367,26282, 50022, 31.59
COLPAL, EQ, 25-Nov-2022,1581.65,1582.5,1584.05,1575.1,1578.75,1580.0,1579.17,122058,11229, 74819, 61.30
CONCOR, EQ, 25-Nov-2022,751.4,751.1,766.9,750.0,762.75,762.95,761.67,1415497,45026, 468259, 33.08
CONFIPET, EQ, 25-Nov-2022,81.1,81.45,82.4,79.5,81.0,80.9,80.97,1249035,8027, 574244, 45.98
COROMANDEL, EQ, 25-Nov-2022,901.25,902.0,926.0,901.3,918.55,920.35,912.36,1029178,13935, 806686, 78.38
CRAFTSMAN, EQ, 25-Nov-2022,3123.1,3146.7,3146.7,3002.4,3035.5,3031.8,3072.52,55462,13800, 29005, 52.30
CREDITACC, EQ, 25-Nov-2022,967.05,967.05,990.0,964.95,982.0,980.0,982.23,59057,6386, 31643, 53.58
CRISIL, EQ, 25-Nov-2022,2974.9,2988.95,3022.95,2966.05,2969.5,2981.2,2996.88,17358,3528, 10078, 58.06
CROMPTON, EQ, 25-Nov-2022,365.3,367.0,367.15,362.5,364.85,365.2,364.84,687690,19587, 365041, 53.08
CSBBANK, EQ, 25-Nov-2022,216.2,215.0,222.65,214.95,217.5,218.0,218.5,275808,6303, 126371, 45.82
CUB, EQ, 25-Nov-2022,184.2,185.4,187.8,184.5,186.45,186.55,186.52,1515546,13152, 464274, 30.63
CUMMINSIND, EQ, 25-Nov-2022,1377.55,1380.25,1391.35,1373.0,1373.05,1379.25,1383.61,550007,21212, 340909, 61.98
CYIENT, EQ, 25-Nov-2022,799.55,798.0,804.9,784.55,796.0,796.7,793.87,145949,8812, 79734, 54.63
DAAWAT, EQ, 25-Nov-2022,114.8,115.0,116.6,114.1,115.2,115.05,115.35,883404,10882, 409590, 46.36
DABUR, EQ, 25-Nov-2022,553.6,555.0,557.5,547.7,557.0,556.55,553.01,815285,20074, 441364, 54.14
DALBHARAT, EQ, 25-Nov-2022,1739.3,1742.0,1759.95,1725.0,1742.0,1742.15,1739.55,165367,10280, 76219, 46.09
DALMIASUG, EQ, 25-Nov-2022,355.15,356.45,356.45,350.0,353.45,352.6,352.38,49803,2551, 24314, 48.82
DBCORP, EQ, 25-Nov-2022,109.35,109.8,115.0,108.55,111.2,111.4,112.07,409045,7237, 200831, 49.10
DBL, EQ, 25-Nov-2022,221.95,222.8,223.9,221.05,223.15,223.05,222.95,126023,3092, 57501, 45.63
DCAL, EQ, 25-Nov-2022,98.95,100.0,100.0,98.5,99.35,98.85,99.09,269625,2657, 167686, 62.19
DCBBANK, EQ, 25-Nov-2022,120.0,120.15,124.0,119.3,120.55,121.5,121.35,2770710,16463, 1412146, 50.97
DCMSHRIRAM, EQ, 25-Nov-2022,839.1,843.25,853.55,835.5,843.9,838.6,844.98,49711,3682, 24430, 49.14
DEEPAKNTR, EQ, 25-Nov-2022,2104.45,2115.0,2123.4,2100.0,2107.1,2108.55,2111.34,249776,12367, 96452, 38.62
DELTACORP, EQ, 25-Nov-2022,220.5,220.9,222.7,219.6,220.65,220.75,220.65,2245539,20837, 737276, 32.83
DEN, EQ, 25-Nov-2022,34.65,34.8,35.5,34.7,35.25,35.25,35.13,1255057,3307, 543096, 43.27
DFMFOODS, EQ, 25-Nov-2022,356.85,359.1,377.0,357.2,373.0,373.4,372.16,104001,3026, 74278, 71.42
DHAMPURSUG, EQ, 25-Nov-2022,221.75,223.0,228.4,220.45,226.55,227.4,225.25,307889,6234, 174371, 56.63
DHANI, EQ, 25-Nov-2022,45.25,45.0,47.5,44.8,47.5,47.5,46.6,1937232,6910, 1057409, 54.58
DHANUKA, EQ, 25-Nov-2022,703.05,706.6,711.95,701.0,701.9,702.15,707.42,31545,5321, 5522, 17.51
DIAMONDYD, EQ, 25-Nov-2022,955.4,951.0,971.05,951.0,960.0,960.25,961.49,3836,703, 1786, 46.56
DISHTV, EQ, 25-Nov-2022,19.65,19.8,21.6,19.05,20.95,21.35,20.61,41681844,27941, 20904276, 50.15
DIVISLAB, EQ, 25-Nov-2022,3305.4,3294.0,3347.0,3276.0,3344.0,3342.65,3321.97,385136,30050, 196971, 51.14
DIXON, EQ, 25-Nov-2022,4383.8,4380.0,4454.2,4353.2,4367.0,4368.3,4391.73,144700,14454, 61514, 42.51
DLF, EQ, 25-Nov-2022,392.15,393.5,400.9,392.45,395.9,396.6,397.12,3584507,28367, 1331591, 37.15
DMART, EQ, 25-Nov-2022,3968.05,3969.0,3977.05,3901.0,3902.9,3904.45,3910.87,291850,41243, 167394, 57.36
DOLLAR, EQ, 25-Nov-2022,429.45,423.6,434.0,423.6,430.0,432.05,430.95,57980,2129, 26428, 45.58
DRREDDY, EQ, 25-Nov-2022,4413.85,4423.85,4434.95,4389.0,4414.0,4418.1,4416.33,295409,26211, 184685, 62.52
EASEMYTRIP, EQ, 25-Nov-2022,68.2,67.5,70.8,64.65,65.2,64.95,67.26,30825125,68104, 7952420, 25.80
EDELWEISS, EQ, 25-Nov-2022,65.3,65.0,66.85,64.9,66.0,66.2,65.79,1981093,9248, 732809, 36.99
EICHERMOT, EQ, 25-Nov-2022,3377.35,3394.25,3422.25,3350.0,3414.95,3414.1,3385.55,512690,38054, 218978, 42.71
EIDPARRY, EQ, 25-Nov-2022,610.55,611.45,617.0,605.2,610.45,613.05,614.23,123144,3695, 74717, 60.67
EIHOTEL, EQ, 25-Nov-2022,171.8,172.05,178.0,171.1,177.1,177.0,176.11,527573,8335, 231221, 43.83
ELGIEQUIP, EQ, 25-Nov-2022,502.15,505.0,513.95,481.55,485.45,484.95,494.58,620420,23567, 276895, 44.63
EMAMILTD, EQ, 25-Nov-2022,431.0,432.1,438.8,431.1,434.2,433.7,435.66,100888,5928, 59841, 59.31
ENDURANCE, EQ, 25-Nov-2022,1497.8,1497.8,1520.1,1494.05,1510.5,1515.65,1511.74,14867,2844, 7119, 47.88
ENGINERSIN, EQ, 25-Nov-2022,79.3,79.6,82.0,78.15,80.3,80.45,80.72,7900740,26661, 2318970, 29.35
EPL, EQ, 25-Nov-2022,154.1,154.3,164.95,153.2,162.35,161.85,160.85,1039122,14393, 369957, 35.60
EQUITAS, EQ, 25-Nov-2022,109.2,109.0,114.55,108.45,114.0,113.9,113.28,2557174,18101, 1082026, 42.31
EQUITASBNK, EQ, 25-Nov-2022,52.3,51.8,53.95,51.8,53.4,53.4,53.33,1237084,4707, 640172, 51.75
ERIS, EQ, 25-Nov-2022,666.5,669.8,677.0,661.55,670.0,669.6,669.37,53273,4730, 39024, 73.25
ESABINDIA, EQ, 25-Nov-2022,3770.3,3789.0,3789.0,3749.65,3750.0,3764.25,3763.35,1162,381, 723, 62.22
ESCORTS, EQ, 25-Nov-2022,2185.4,2190.0,2300.0,2186.0,2284.55,2288.35,2270.58,1674760,60527, 167480, 10.00
EVEREADY, EQ, 25-Nov-2022,351.05,351.0,373.0,348.05,368.0,366.7,362.98,560511,6761, 376972, 67.26
EXIDEIND, EQ, 25-Nov-2022,181.85,181.8,186.65,181.7,185.5,185.55,184.86,4220729,34522, 1975015, 46.79
FACT, EQ, 25-Nov-2022,146.5,146.95,147.5,142.1,142.1,142.5,144.73,713484,9189, 222608, 31.20
FDC, EQ, 25-Nov-2022,280.85,282.25,294.75,280.9,290.0,292.7,289.78,310536,8582, 161148, 51.89
FEDERALBNK, EQ, 25-Nov-2022,133.35,134.0,135.1,132.0,132.35,132.55,133.09,7701526,36714, 2919647, 37.91
FILATEX, EQ, 25-Nov-2022,95.9,96.1,97.0,94.8,95.2,95.4,95.74,93770,1531, 57090, 60.88
FINCABLES, EQ, 25-Nov-2022,558.75,559.9,567.75,557.0,566.0,566.25,562.61,280317,9425, 135078, 48.19
FINEORG, EQ, 25-Nov-2022,6087.0,6065.2,6116.1,6062.25,6078.0,6079.1,6076.87,17292,3792, 10219, 59.10
FINPIPE, EQ, 25-Nov-2022,156.2,156.6,165.0,156.6,161.5,161.75,162.65,2058261,21482, 725689, 35.26
FMGOETZE, EQ, 25-Nov-2022,313.7,315.65,317.2,307.45,310.5,309.05,310.11,122823,3451, 81982, 66.75
FORTIS, EQ, 25-Nov-2022,284.6,285.95,290.8,284.85,287.0,287.55,288.5,1009233,11331, 721075, 71.45
FSL, EQ, 25-Nov-2022,107.55,108.0,109.5,106.8,109.25,109.2,108.49,1909878,10132, 718763, 37.63
GABRIEL, EQ, 25-Nov-2022,179.6,181.0,186.25,179.1,182.35,182.75,183.32,818645,13193, 340659, 41.61
GAEL, EQ, 25-Nov-2022,227.4,225.5,231.85,225.5,230.3,230.05,229.38,137345,3904, 58618, 42.68
GAIL, EQ, 25-Nov-2022,92.1,92.5,93.85,91.75,93.2,93.25,93.08,12249200,37041, 6663134, 54.40
GALAXYSURF, EQ, 25-Nov-2022,2835.4,2850.3,2877.65,2821.0,2825.0,2826.05,2839.93,4648,1610, 2354, 50.65
GANECOS, EQ, 25-Nov-2022,913.1,909.7,924.9,908.05,910.15,913.8,918.12,49757,3236, 17231, 34.63
GARFIBRES, EQ, 25-Nov-2022,3304.0,3320.5,3365.0,3302.45,3333.15,3324.35,3333.75,4710,1669, 3097, 65.75
GATI, EQ, 25-Nov-2022,162.7,163.65,168.75,161.15,167.0,166.5,164.9,351945,5735, 184414, 52.40
GENUSPOWER, EQ, 25-Nov-2022,93.75,94.2,98.5,94.2,95.85,96.85,96.36,1790434,12629, 694090, 38.77
GEOJITFSL, EQ, 25-Nov-2022,46.6,46.9,46.95,46.45,46.7,46.8,46.74,213066,2787, 144913, 68.01
GEPIL, EQ, 25-Nov-2022,130.75,131.0,151.35,131.0,142.05,142.95,145.64,1099100,13394, 227491, 20.70
GESHIP, EQ, 25-Nov-2022,641.05,641.1,672.0,639.1,668.0,666.45,658.32,455241,18141, 174923, 38.42
GET&D, EQ, 25-Nov-2022,128.6,129.8,132.7,128.55,130.8,131.9,130.82,59040,1467, 32156, 54.46
GHCL, EQ, 25-Nov-2022,573.35,576.0,578.0,568.0,569.15,569.15,572.83,89905,4643, 44568, 49.57
GICRE, EQ, 25-Nov-2022,144.05,144.05,145.7,144.05,144.5,144.65,144.83,463563,6422, 249126, 53.74
GILLETTE, EQ, 25-Nov-2022,5001.1,5026.0,5094.0,5001.95,5048.0,5055.3,5059.47,4674,916, 3773, 80.72
GLAND, EQ, 25-Nov-2022,1697.5,1706.0,1709.0,1685.5,1694.5,1693.1,1696.19,98764,11620, 46759, 47.34
GLAXO, EQ, 25-Nov-2022,1300.55,1344.0,1357.65,1322.1,1332.95,1333.7,1335.04,104011,7774, 30078, 28.92
GLENMARK, EQ, 25-Nov-2022,419.95,419.1,428.5,419.1,426.95,426.35,425.48,693262,12240, 161084, 23.24
GMDCLTD, EQ, 25-Nov-2022,142.45,142.25,146.75,141.7,144.7,144.7,144.6,732213,7376, 321783, 43.95
GMMPFAUDLR, EQ, 25-Nov-2022,1927.6,1933.85,1937.45,1894.95,1914.95,1908.3,1913.96,53405,8417, 29481, 55.20
GMRINFRA, EQ, 25-Nov-2022,39.05,38.95,41.05,38.8,40.75,40.7,40.43,28774593,67841, 9282599, 32.26
GNFC, EQ, 25-Nov-2022,603.65,605.0,610.45,596.5,608.0,607.2,605.07,1335021,24578, 215223, 16.12
GODFRYPHLP, EQ, 25-Nov-2022,1771.95,1763.0,1771.45,1731.55,1745.0,1741.05,1751.32,68582,6597, 25938, 37.82
GODREJAGRO, EQ, 25-Nov-2022,467.8,469.0,472.45,464.5,469.1,468.85,468.26,103374,5353, 58271, 56.37
