SYMBOL,SERIES,DATE,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,NO_OF_TRADES,DELIV_QTY,DELIV_PER
CIPLA, EQ, 02-Dec-2022,1124.9,1124.9,1124.9,1099.0, 1120.00,1114.35,1109.19,2586376,79826, 1385755, 53.58
COALINDIA, EQ, 02-Dec-2022,226.1,226.1,228.0,225.3, 226.70,226.6,226.54,6325649,52161, 3294569, 52.08
COCHINSHIP, EQ, 02-Dec-2022,670.0,670.0,673.0,655.2, 661.00,660.3,663.0,972985,24828, 211915, 21.78
COFORGE, EQ, 02-Dec-2022,4116.85,4137.0,4253.0,4120.1, 4250.00,4237.5,4204.2,520606,49035, 117036, 22.48
COLPAL, EQ, 02-Dec-2022,1608.45,1610.0,1635.0,1608.5, 1618.95,1617.9,1621.22,854450,22310, 687152, 80.42
CONCOR, EQ, 02-Dec-2022,769.85,773.45,784.0,768.2, 781.55,781.25,779.01,1217194,31923, 547936, 45.02
CONFIPET, EQ, 02-Dec-2022,77.6,77.6,79.5,77.2, 78.25,78.7,78.23,1046474,6382, 552970, 52.84
COROMANDEL, EQ, 02-Dec-2022,918.5,918.45,921.6,911.0, 913.10,914.0,916.33,365533,15221, 244793, 66.97
CRAFTSMAN, EQ, 02-Dec-2022,3173.9,3160.0,3235.0,3155.0, 3184.90,3182.15,3202.33,24885,7497, 11633, 46.75
CREDITACC, EQ, 02-Dec-2022,948.25,954.7,954.7,940.35, 944.60,947.8,946.82,57307,7073, 39482, 68.90
CRISIL, EQ, 02-Dec-2022,2915.0,2930.0,2955.0,2915.05, 2926.00,2927.75,2927.89,100138,4795, 88031, 87.91
CROMPTON, EQ, 02-Dec-2022,370.8,371.05,372.2,366.3, 370.00,368.25,368.46,690130,36854, 401178, 58.13
CSBBANK, EQ, 02-Dec-2022,219.85,219.85,223.05,219.0, 219.15,219.25,220.58,149310,2628, 71539, 47.91
CUB, EQ, 02-Dec-2022,189.45,190.5,193.0,189.95, 192.25,191.65,191.78,3569588,18860, 2048659, 57.39
CUMMINSIND, EQ, 02-Dec-2022,1437.85,1426.7,1444.5,1426.7, 1441.05,1442.1,1438.55,418013,29658, 197000, 47.13
CYIENT, EQ, 02-Dec-2022,862.1,862.1,872.7,840.0, 844.00,844.3,852.25,231157,18249, 131830, 57.03
DAAWAT, EQ, 02-Dec-2022,114.15,114.7,116.0,113.65, 115.70,115.75,115.22,890018,7815, 321778, 36.15
DABUR, EQ, 02-Dec-2022,586.8,584.9,592.95,576.5, 589.05,591.15,586.09,3556471,83169, 2312582, 65.02
DALBHARAT, EQ, 02-Dec-2022,1901.2,1898.0,1942.0,1892.0, 1936.90,1936.7,1923.92,371680,18667, 125726, 33.83
DALMIASUG, EQ, 02-Dec-2022,354.4,351.0,374.8,351.0, 367.25,366.9,366.02,347045,9130, 111870, 32.24
DBCORP, EQ, 02-Dec-2022,117.45,117.0,118.65,116.0, 117.10,117.25,117.34,213640,1964, 148794, 69.65
DBL, EQ, 02-Dec-2022,232.5,231.15,239.5,231.15, 237.50,238.1,237.04,310090,6033, 127979, 41.27
DCAL, EQ, 02-Dec-2022,98.85,98.6,99.85,97.4, 98.00,97.85,98.37,392004,5859, 247421, 63.12
DCBBANK, EQ, 02-Dec-2022,136.85,136.7,137.3,135.0, 136.85,136.5,136.14,1574294,13373, 702624, 44.63
DCMSHRIRAM, EQ, 02-Dec-2022,883.15,888.0,892.65,883.5, 888.00,888.65,888.09,40666,2399, 16682, 41.02
DEEPAKNTR, EQ, 02-Dec-2022,2165.6,2170.0,2217.85,2153.65, 2210.10,2211.5,2196.94,452506,23272, 138737, 30.66
DELTACORP, EQ, 02-Dec-2022,227.7,228.0,231.9,227.6, 229.00,228.4,229.22,3063294,27025, 1069273, 34.91
DEN, EQ, 02-Dec-2022,36.8,37.0,37.4,36.25, 36.95,37.0,36.9,1670838,4195, 533868, 31.95
DFMFOODS, EQ, 02-Dec-2022,401.25,402.0,405.6,396.1, 404.00,402.75,401.19,106330,3102, 71110, 66.88
DHAMPURSUG, EQ, 02-Dec-2022,229.9,227.85,239.0,227.75, 233.50,234.6,234.79,916166,14220, 320824, 35.02
DHANI, EQ, 02-Dec-2022,46.95,47.1,48.75,46.7, 47.00,46.95,47.28,1944615,8880, 1066160, 54.83
DHANUKA, EQ, 02-Dec-2022,712.6,712.6,716.15,702.0, 708.90,705.3,708.42,8395,909, 5311, 63.26
DIAMONDYD, EQ, 02-Dec-2022,953.8,954.15,963.95,936.05, 940.00,942.8,948.5,7952,1003, 5028, 63.23
DISHTV, EQ, 02-Dec-2022,20.8,20.85,24.4,20.5, 22.40,22.2,22.88,86492159,61285, 42803880, 49.49
DIVISLAB, EQ, 02-Dec-2022,3409.05,3395.0,3395.0,3332.0, 3383.90,3381.25,3358.29,475542,33494, 158537, 33.34
DIXON, EQ, 02-Dec-2022,4385.35,4389.0,4414.9,4360.0, 4374.00,4375.15,4382.38,112103,13606, 43066, 38.42
DLF, EQ, 02-Dec-2022,412.7,414.8,416.25,409.85, 410.60,410.75,413.33,6745441,87918, 1971911, 29.23
DMART, EQ, 02-Dec-2022,4044.15,4049.0,4055.0,3992.55, 4006.00,4005.75,4019.82,222148,32843, 126750, 57.06
DOLLAR, EQ, 02-Dec-2022,424.65,426.7,433.2,424.5, 429.10,428.65,429.02,85035,3582, 47246, 55.56
DRREDDY, EQ, 02-Dec-2022,4474.35,4484.95,4524.0,4460.15, 4521.00,4510.4,4491.26,416008,45702, 290818, 69.91
EASEMYTRIP, EQ, 02-Dec-2022,66.65,66.0,66.7,64.0, 64.20,64.3,65.11,10647168,50849, 4291942, 40.31
EDELWEISS, EQ, 02-Dec-2022,66.45,66.4,67.75,66.1, 66.95,67.0,66.98,1216819,6760, 469177, 38.56
EICHERMOT, EQ, 02-Dec-2022,3437.45,3435.0,3435.0,3325.0, 3331.00,3331.85,3346.94,1453049,108008, 618298, 42.55
EIDPARRY, EQ, 02-Dec-2022,596.95,594.0,606.25,591.1, 600.50,603.95,599.53,222836,11662, 112091, 50.30
EIHOTEL, EQ, 02-Dec-2022,175.95,175.0,177.0,174.45, 176.50,175.95,175.55,376676,5242, 174629, 46.36
ELGIEQUIP, EQ, 02-Dec-2022,486.25,483.1,491.0,483.0, 486.50,488.85,487.31,99556,4920, 51060, 51.29
EMAMILTD, EQ, 02-Dec-2022,463.55,465.0,468.7,458.5, 459.50,459.5,461.46,188375,11083, 107536, 57.09
ENDURANCE, EQ, 02-Dec-2022,1517.1,1515.0,1529.55,1499.05, 1503.75,1504.85,1511.53,23197,4094, 12471, 53.76
ENGINERSIN, EQ, 02-Dec-2022,82.0,82.35,84.35,81.3, 82.10,82.4,83.02,4297061,15640, 1665159, 38.75
EPL, EQ, 02-Dec-2022,160.4,161.0,161.55,159.0, 160.00,159.95,160.02,188735,7831, 139114, 73.71
EQUITAS, EQ, 02-Dec-2022,121.1,119.0,121.0,118.0, 119.40,118.9,119.75,904317,18645, 505418, 55.89
EQUITASBNK, EQ, 02-Dec-2022,56.25,56.1,57.45,55.5, 56.80,56.65,56.63,1294276,5258, 655646, 50.66
ERIS, EQ, 02-Dec-2022,669.95,676.65,676.85,662.1, 665.00,664.85,665.75,21420,2874, 14474, 67.57
ESABINDIA, EQ, 02-Dec-2022,3933.95,4020.0,4199.4,3981.3, 4170.00,4151.3,4128.12,42372,8407, 11114, 26.23
ESCORTS, EQ, 02-Dec-2022,2346.6,2345.0,2345.0,2299.0, 2314.50,2323.8,2321.21,231325,13814, 52663, 22.77
EVEREADY, EQ, 02-Dec-2022,350.5,352.0,352.0,344.2, 349.25,348.55,347.52,52154,2104, 28891, 55.40
EXIDEIND, EQ, 02-Dec-2022,188.25,187.35,191.5,187.3, 190.50,190.6,190.44,5571324,45153, 3035911, 54.49
FACT, EQ, 02-Dec-2022,145.2,145.05,152.0,144.0, 146.00,146.25,149.01,700738,8500, 185817, 26.52
FDC, EQ, 02-Dec-2022,286.9,286.9,288.0,280.0, 285.35,283.55,284.2,207942,5986, 123787, 59.53
FEDERALBNK, EQ, 02-Dec-2022,132.7,132.9,133.9,132.0, 133.40,133.25,133.1,6907375,43182, 3054647, 44.22
FILATEX, EQ, 02-Dec-2022,97.15,97.25,98.2,97.0, 97.75,97.65,97.68,139173,1897, 85856, 61.69
FINCABLES, EQ, 02-Dec-2022,574.55,574.9,574.9,561.95, 564.50,564.1,565.83,205663,7563, 127109, 61.80
FINEORG, EQ, 02-Dec-2022,6157.4,6180.0,6180.0,6091.85, 6102.00,6105.6,6110.06,61879,6495, 50928, 82.30
FINPIPE, EQ, 02-Dec-2022,158.0,158.75,163.8,157.35, 162.80,163.4,161.7,1409833,14561, 575840, 40.84
FMGOETZE, EQ, 02-Dec-2022,308.5,309.35,313.0,307.1, 307.55,308.8,309.79,218807,1448, 196184, 89.66
FORTIS, EQ, 02-Dec-2022,291.0,292.4,292.4,288.0, 288.90,288.7,289.57,403892,7842, 245288, 60.73
FSL, EQ, 02-Dec-2022,112.35,112.8,115.0,111.95, 113.30,113.55,113.76,3077397,17159, 964562, 31.34
GABRIEL, EQ, 02-Dec-2022,189.2,189.2,192.9,187.15, 189.50,189.3,189.22,483086,7547, 204731, 42.38
GAEL, EQ, 02-Dec-2022,238.65,239.85,241.95,237.6, 240.45,240.15,240.29,248575,5820, 97459, 39.21
GAIL, EQ, 02-Dec-2022,93.65,94.0,94.15,93.05, 93.25,93.2,93.38,9494016,31352, 6238063, 65.71
GALAXYSURF, EQ, 02-Dec-2022,2817.4,2825.9,2825.9,2732.2, 2770.00,2758.9,2763.49,31163,6040, 19394, 62.23
GANECOS, EQ, 02-Dec-2022,893.1,895.0,899.0,885.15, 890.00,890.3,892.04,38654,3116, 14874, 38.48
GARFIBRES, EQ, 02-Dec-2022,3434.4,3445.0,3456.1,3405.05, 3430.00,3428.95,3426.46,3264,1084, 1423, 43.60
GATI, EQ, 02-Dec-2022,163.65,162.1,164.0,161.5, 162.00,161.95,162.64,219134,4323, 134201, 61.24
GENUSPOWER, EQ, 02-Dec-2022,96.05,96.4,97.9,94.5, 94.95,94.85,95.95,578786,5289, 217894, 37.65
GEOJITFSL, EQ, 02-Dec-2022,48.1,48.4,48.4,47.5, 47.80,47.65,47.81,514969,5092, 284737, 55.29
GEPIL, EQ, 02-Dec-2022,153.5,153.4,169.9,152.0, 164.00,164.3,162.15,439667,5932, 169389, 38.53
GESHIP, EQ, 02-Dec-2022,679.1,679.1,697.0,671.25, 693.60,693.95,686.48,260429,12467, 104177, 40.00
GET&D, EQ, 02-Dec-2022,130.25,131.9,131.9,128.05, 129.60,129.95,129.98,138823,2149, 92204, 66.42
GHCL, EQ, 02-Dec-2022,575.35,564.0,577.8,562.25, 575.05,575.55,573.07,189821,8220, 93360, 49.18
GICRE, EQ, 02-Dec-2022,144.55,145.3,149.5,144.55, 148.70,148.65,147.75,778750,9091, 300327, 38.57
GILLETTE, EQ, 02-Dec-2022,5170.95,5173.0,5200.0,5148.0, 5200.00,5174.1,5184.94,3625,1304, 2501, 68.99
GLAND, EQ, 02-Dec-2022,1752.95,1753.0,1753.0,1717.75, 1725.00,1720.75,1728.51,418612,24821, 197455, 47.17
GLAXO, EQ, 02-Dec-2022,1319.2,1325.0,1338.8,1316.3, 1336.00,1336.15,1328.6,29390,3719, 19996, 68.04
GLENMARK, EQ, 02-Dec-2022,430.7,430.7,436.5,426.55, 434.00,434.95,432.47,527052,10053, 166164, 31.53
GMDCLTD, EQ, 02-Dec-2022,157.2,157.8,162.0,156.0, 161.15,161.05,159.82,2851392,20324, 1141294, 40.03
GMMPFAUDLR, EQ, 02-Dec-2022,1952.3,1959.9,1965.0,1938.05, 1938.05,1945.4,1952.23,55646,9606, 33410, 60.04
GMRINFRA, EQ, 02-Dec-2022,42.75,42.75,43.65,42.6, 42.75,42.9,43.03,14471407,51347, 4393743, 30.36
