SYMBOL,SERIES,DATE,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,NO_OF_TRADES,DELIV_QTY,DELIV_PER
ALKEM, EQ, 05-Dec-2022,3114.45,3140.0,3144.05,3111.3, 3122.50,3119.85,3121.86,26472,5940, 10730, 40.53
ALKYLAMINE, EQ, 05-Dec-2022,2829.05,2822.25,2848.0,2780.0, 2800.95,2798.55,2813.57,44332,8651, 20822, 46.97
ALLCARGO, EQ, 05-Dec-2022,440.15,440.6,441.55,423.25, 424.80,425.25,428.03,841268,15421, 478804, 56.91
AMARAJABAT, EQ, 05-Dec-2022,653.1,658.85,662.15,649.35, 658.90,659.1,657.45,830956,19890, 305814, 36.80
AMBER, EQ, 05-Dec-2022,2011.75,2029.0,2055.45,2005.05, 2049.00,2048.85,2040.26,122074,7281, 72365, 59.28
AMBUJACEM, EQ, 05-Dec-2022,577.95,580.85,582.35,571.8, 572.30,573.35,574.7,5491648,43829, 3237594, 58.95
AMRUTANJAN, EQ, 05-Dec-2022,712.35,712.3,715.85,705.0, 707.00,706.4,709.37,14732,1937, 8530, 57.90
ANURAS, EQ, 05-Dec-2022,719.6,720.9,726.95,716.0, 718.70,719.0,721.21,36170,2786, 17585, 48.62
APARINDS, EQ, 05-Dec-2022,1576.45,1595.0,1597.95,1552.0, 1561.00,1565.25,1573.28,70031,8350, 26617, 38.01
APLAPOLLO, EQ, 05-Dec-2022,1185.5,1189.0,1193.0,1126.5, 1140.00,1142.25,1154.25,1351186,56567, 681332, 50.42
APLLTD, EQ, 05-Dec-2022,598.7,601.9,605.95,595.65, 596.70,596.9,599.76,33877,2170, 18044, 53.26
APOLLOHOSP, EQ, 05-Dec-2022,4871.45,4885.0,4901.95,4766.95, 4775.00,4778.35,4816.4,684834,58080, 330260, 48.22
APOLLOPIPE, EQ, 05-Dec-2022,510.55,510.55,528.0,510.0, 511.00,513.85,519.93,119386,8705, 37567, 31.47
APOLLOTYRE, EQ, 05-Dec-2022,319.2,322.2,323.65,317.35, 318.50,318.95,320.15,2711201,30241, 621799, 22.93
ARVIND, EQ, 05-Dec-2022,99.4,99.75,102.9,98.65, 102.00,101.85,101.44,2414500,15652, 1018487, 42.18
ARVINDFASN, EQ, 05-Dec-2022,325.2,327.45,332.65,323.6, 329.85,330.5,329.21,159236,4578, 82297, 51.68
ASAHIINDIA, EQ, 05-Dec-2022,613.1,616.2,619.1,612.05, 613.95,614.05,614.24,40434,3904, 21605, 53.43
ASHIANA, EQ, 05-Dec-2022,146.85,149.4,150.7,146.6, 149.00,149.25,148.76,128653,1743, 88176, 68.54
ASHOKA, EQ, 05-Dec-2022,81.45,81.9,83.9,80.55, 80.95,80.95,82.32,1583557,8857, 712035, 44.96
ASHOKLEY, EQ, 05-Dec-2022,146.05,146.85,147.75,146.1, 147.10,147.25,147.12,5524832,39084, 2156913, 39.04
ASIANPAINT, EQ, 05-Dec-2022,3143.45,3130.0,3168.7,3112.5, 3152.05,3156.9,3147.5,926122,56163, 453658, 48.98
ASTEC, EQ, 05-Dec-2022,1990.45,1990.45,2013.95,1952.0, 1963.00,1960.7,1987.3,8903,2623, 4392, 49.33
ASTERDM, EQ, 05-Dec-2022,233.5,233.45,235.15,230.45, 231.95,231.3,232.58,139392,5650, 65696, 47.13
ASTRAL, EQ, 05-Dec-2022,2018.35,2031.85,2047.5,2001.0, 2038.00,2040.7,2027.37,537738,37612, 147146, 27.36
ASTRAZEN, EQ, 05-Dec-2022,3277.65,3280.0,3310.0,3268.75, 3305.00,3304.85,3299.49,3950,1278, 2007, 50.81
ATFL, EQ, 05-Dec-2022,808.85,812.9,829.0,802.0, 826.00,823.45,818.5,53995,2462, 43389, 80.36
ATUL, EQ, 05-Dec-2022,8887.35,8889.95,8947.85,8782.55, 8805.10,8818.25,8839.75,27758,4321, 11779, 42.43
AUBANK, EQ, 05-Dec-2022,648.35,650.0,656.0,646.25, 649.45,651.15,650.88,1406695,22950, 400102, 28.44
AUROPHARMA, EQ, 05-Dec-2022,470.0,472.3,472.8,465.15, 466.40,465.85,467.28,1202935,23417, 666384, 55.40
AUTOAXLES, EQ, 05-Dec-2022,2010.65,2024.0,2024.0,1962.5, 1980.00,1973.5,1987.49,7363,1615, 4322, 58.70
AVANTIFEED, EQ, 05-Dec-2022,397.2,402.0,408.9,399.5, 401.00,401.1,403.51,383018,9549, 145418, 37.97
AXISBANK, EQ, 05-Dec-2022,905.15,907.0,907.3,897.6, 898.85,899.2,900.55,5098164,119932, 3285963, 64.45
BAJAJ-AUTO, EQ, 05-Dec-2022,3659.35,3672.0,3672.0,3638.0, 3660.00,3659.9,3651.01,163476,16551, 76171, 46.59
BAJAJCON, EQ, 05-Dec-2022,169.3,171.0,177.45,169.3, 175.50,175.5,174.81,2007688,22800, 866818, 43.17
BAJAJELEC, EQ, 05-Dec-2022,1108.5,1114.3,1118.8,1103.5, 1117.90,1114.95,1110.91,157669,3647, 131739, 83.55
BAJAJFINSV, EQ, 05-Dec-2022,1642.65,1650.0,1655.0,1631.4, 1633.50,1634.2,1637.34,1383542,53969, 768081, 55.52
BAJAJHLDNG, EQ, 05-Dec-2022,6374.45,6381.0,6381.0,6202.0, 6248.80,6257.15,6260.35,114361,20261, 63132, 55.20
BAJFINANCE, EQ, 05-Dec-2022,6675.75,6674.55,6699.0,6632.0, 6661.00,6660.45,6664.69,1029250,125387, 675021, 65.58
BALAMINES, EQ, 05-Dec-2022,3000.05,3015.1,3027.65,2918.0, 2934.00,2932.55,2946.25,71611,11508, 39251, 54.81
BALKRISIND, EQ, 05-Dec-2022,2060.9,2064.0,2086.7,2058.5, 2063.00,2064.3,2069.36,256146,17220, 91728, 35.81
BALMLAWRIE, EQ, 05-Dec-2022,122.45,122.85,124.5,122.5, 122.95,122.9,123.4,180290,2226, 113302, 62.84
BALRAMCHIN, EQ, 05-Dec-2022,386.75,387.0,388.7,380.85, 383.35,383.1,385.09,1316769,16800, 399402, 30.33
BANARISUG, EQ, 05-Dec-2022,3084.05,3118.0,3120.0,3030.05, 3075.00,3053.95,3061.51,704,357, 375, 53.27
BANDHANBNK, EQ, 05-Dec-2022,240.1,242.15,244.85,240.3, 240.85,240.95,242.61,10756810,81550, 4132801, 38.42
BANKBARODA, EQ, 05-Dec-2022,171.2,172.3,172.4,170.3, 172.25,171.95,171.33,17705726,95913, 6122707, 34.58
BANKINDIA, EQ, 05-Dec-2022,84.55,85.1,87.5,84.9, 86.30,86.3,86.22,16512468,54690, 6614487, 40.06
BASF, EQ, 05-Dec-2022,2664.0,2666.0,2698.2,2641.0, 2645.00,2651.75,2666.77,12663,3066, 6784, 53.57
BATAINDIA, EQ, 05-Dec-2022,1735.25,1735.25,1738.85,1722.7, 1726.70,1735.05,1733.46,175391,11768, 86423, 49.27
BBTC, EQ, 05-Dec-2022,1005.05,1019.0,1048.0,1002.0, 1034.00,1036.1,1029.11,197623,11460, 82536, 41.76
BDL, EQ, 05-Dec-2022,966.3,970.0,972.1,960.3, 961.10,962.0,964.53,322616,10977, 110747, 34.33
BECTORFOOD, EQ, 05-Dec-2022,431.6,434.9,442.8,431.9, 437.05,436.35,438.79,160629,12359, 73546, 45.79
BEL, EQ, 05-Dec-2022,106.15,106.35,107.6,105.0, 107.50,107.45,106.4,17476086,64936, 9258876, 52.98
BEML, EQ, 05-Dec-2022,1462.75,1474.0,1574.0,1466.5, 1564.95,1561.1,1547.66,678021,31122, 166607, 24.57
BEPL, EQ, 05-Dec-2022,116.25,117.7,117.8,115.4, 115.40,116.05,116.76,192264,3085, 95691, 49.77
BERGEPAINT, EQ, 05-Dec-2022,616.4,617.05,628.0,613.8, 622.00,622.2,623.15,852853,26191, 355848, 41.72
BHARATFORG, EQ, 05-Dec-2022,854.95,855.45,859.4,845.1, 845.95,847.45,849.12,792068,24514, 467975, 59.08
BHARATRAS, EQ, 05-Dec-2022,10121.5,10218.7,10280.05,10120.0, 10121.25,10135.05,10161.2,1085,533, 569, 52.44
BHARTIARTL, EQ, 05-Dec-2022,848.65,851.0,851.6,840.85, 843.70,844.1,844.48,3311316,92049, 2190055, 66.14
BHEL, EQ, 05-Dec-2022,90.55,91.35,91.55,87.1, 87.65,87.65,88.26,54166041,110413, 12853810, 23.73
BIOCON, EQ, 05-Dec-2022,283.55,284.2,285.3,278.9, 279.10,279.45,281.32,1492167,20457, 588847, 39.46
BIRLACORPN, EQ, 05-Dec-2022,979.8,985.0,995.0,970.05, 978.95,978.8,985.0,89721,10082, 39039, 43.51
BLUEDART, EQ, 05-Dec-2022,7645.85,7645.0,7732.95,7551.0, 7623.00,7572.05,7632.82,11067,3587, 5333, 48.19
BLUESTARCO, EQ, 05-Dec-2022,1230.6,1239.7,1239.95,1215.8, 1227.00,1226.6,1226.58,17508,2912, 9410, 53.75
BOMDYEING, EQ, 05-Dec-2022,85.3,86.0,87.55,85.35, 86.35,86.3,86.32,2405753,11964, 674378, 28.03
BOSCHLTD, EQ, 05-Dec-2022,17143.3,17145.0,17270.9,17021.6, 17120.00,17198.7,17186.36,26790,4773, 14541, 54.28
BPCL, EQ, 05-Dec-2022,341.1,340.9,341.8,337.5, 338.25,338.4,339.1,2488273,42155, 1288997, 51.80
BRIGADE, EQ, 05-Dec-2022,494.3,496.95,501.0,495.05, 499.40,498.75,498.6,143664,9110, 65144, 45.34
BRITANNIA, EQ, 05-Dec-2022,4432.9,4422.85,4427.65,4370.0, 4385.45,4403.35,4394.89,212913,23217, 119432, 56.09
BSE, EQ, 05-Dec-2022,572.6,573.05,575.4,568.35, 569.95,570.1,570.81,339085,17184, 185581, 54.73
BSOFT, EQ, 05-Dec-2022,331.55,333.2,334.7,328.35, 329.80,329.45,331.82,3717789,46514, 1641181, 44.14
CAMLINFINE, EQ, 05-Dec-2022,156.75,158.7,158.7,154.15, 154.50,154.8,155.95,256957,5570, 107874, 41.98
CANBK, EQ, 05-Dec-2022,319.15,320.0,323.3,315.55, 322.10,322.5,319.32,8881872,47314, 3075020, 34.62
CANFINHOME, EQ, 05-Dec-2022,551.8,554.0,569.0,547.1, 563.50,563.5,562.35,1468184,23828, 502227, 34.21
CAPACITE, EQ, 05-Dec-2022,144.4,145.4,145.95,142.0, 143.90,144.55,144.17,164458,3626, 96827, 58.88
CAPLIPOINT, EQ, 05-Dec-2022,761.05,765.35,777.8,759.0, 760.00,765.6,770.73,121516,7333, 47340, 38.96
CARBORUNIV, EQ, 05-Dec-2022,861.65,861.65,864.0,845.0, 850.00,849.85,851.4,69403,4577, 45677, 65.81
CARERATING, EQ, 05-Dec-2022,572.1,573.1,584.0,563.15, 578.50,578.45,575.58,132832,5116, 75931, 57.16
CASTROLIND, EQ, 05-Dec-2022,129.6,130.3,131.5,129.5, 130.45,130.0,130.57,535333,10719, 303071, 56.61
CCL, EQ, 05-Dec-2022,529.8,531.8,534.35,506.2, 509.90,509.15,514.74,386407,20390, 179278, 46.40
CDSL, EQ, 05-Dec-2022,1236.85,1239.0,1243.05,1230.0, 1233.30,1233.9,1234.88,179679,12922, 92343, 51.39
CEATLTD, EQ, 05-Dec-2022,1937.55,1940.0,1947.25,1882.55, 1897.55,1895.7,1918.88,143020,10844, 34490, 24.12
CENTRALBK, EQ, 05-Dec-2022,25.5,25.7,25.95,25.35, 25.85,25.85,25.68,9852093,11370, 3377166, 34.28
CENTRUM, EQ, 05-Dec-2022,27.15,27.5,27.95,26.15, 26.75,26.65,27.41,499394,2159, 323270, 64.73
CENTURYPLY, EQ, 05-Dec-2022,563.75,563.75,572.95,560.85, 572.80,570.55,566.4,100278,7417, 50020, 49.88
CENTURYTEX, EQ, 05-Dec-2022,810.7,814.45,818.5,802.45, 804.00,806.1,809.65,142112,5821, 77796, 54.74
CERA, EQ, 05-Dec-2022,5368.95,5405.0,5499.9,5350.75, 5428.00,5418.55,5430.58,22732,5772, 7444, 32.75
CESC, EQ, 05-Dec-2022,75.55,75.6,76.2,75.6, 75.85,75.9,75.92,1601091,7042, 690018, 43.10
CGCL, EQ, 05-Dec-2022,751.5,751.5,760.0,738.0, 757.00,757.05,741.75,977773,5693, 818036, 83.66
CHALET, EQ, 05-Dec-2022,368.05,369.6,373.0,364.0, 368.00,367.6,368.07,92368,2835, 62512, 67.68
CHAMBLFERT, EQ, 05-Dec-2022,302.05,305.0,310.5,303.05, 309.30,309.45,308.04,1903422,22610, 441688, 23.20
CHEMCON, EQ, 05-Dec-2022,304.65,305.6,307.45,301.5, 304.60,303.55,304.0,124606,6450, 59053, 47.39
CHENNPETRO, EQ, 05-Dec-2022,216.5,217.35,220.85,215.0, 218.20,218.2,217.73,619932,10111, 236168, 38.10
CHOLAFIN, EQ, 05-Dec-2022,731.65,735.0,742.8,727.6, 738.00,737.7,735.97,1058745,26024, 509166, 48.09
CHOLAHLDNG, EQ, 05-Dec-2022,606.75,614.95,619.45,601.0, 602.10,604.35,609.04,35240,3796, 17002, 48.25
CIPLA, EQ, 05-Dec-2022,1114.35,1114.35,1122.55,1108.15, 1116.00,1115.35,1112.79,1236554,80837, 720197, 58.24
COALINDIA, EQ, 05-Dec-2022,226.6,226.6,231.8,226.5, 231.30,231.25,229.51,8732711,86678, 4663623, 53.40
COCHINSHIP, EQ, 05-Dec-2022,660.3,665.15,687.0,652.35, 662.40,661.1,672.92,1732690,34383, 299780, 17.30
COFORGE, EQ, 05-Dec-2022,4237.5,4265.0,4265.0,4176.1, 4186.00,4191.8,4219.87,248429,26139, 76080, 30.62
COLPAL, EQ, 05-Dec-2022,1617.9,1628.75,1629.15,1594.85, 1595.00,1598.25,1605.81,448032,14573, 319656, 71.35
CONCOR, EQ, 05-Dec-2022,781.25,784.0,786.5,771.7, 775.10,776.05,777.67,696749,22126, 337336, 48.42
CONFIPET, EQ, 05-Dec-2022,78.7,78.9,80.6,78.15, 79.40,79.6,79.26,1225211,8634, 582460, 47.54
COROMANDEL, EQ, 05-Dec-2022,914.0,918.8,924.0,910.3, 923.65,921.0,916.54,423257,30240, 246861, 58.32
CRAFTSMAN, EQ, 05-Dec-2022,3182.15,3203.15,3339.9,3182.15, 3259.00,3265.3,3275.91,47258,12096, 16486, 34.89
CREDITACC, EQ, 05-Dec-2022,947.8,938.1,938.1,923.15, 932.00,931.25,930.22,140146,11547, 84041, 59.97
CRISIL, EQ, 05-Dec-2022,2927.75,2954.0,2954.0,2841.0, 2858.00,2859.85,2877.33,62810,8319, 35128, 55.93
CROMPTON, EQ, 05-Dec-2022,368.25,371.15,374.8,368.45, 369.55,369.95,370.56,1356881,16683, 914239, 67.38
CSBBANK, EQ, 05-Dec-2022,219.25,219.25,227.0,219.25, 224.60,224.45,224.1,351537,5918, 179930, 51.18
CUB, EQ, 05-Dec-2022,191.65,192.0,199.4,191.25, 195.90,195.65,196.41,6629358,46227, 2143517, 32.33
CUMMINSIND, EQ, 05-Dec-2022,1442.1,1445.0,1455.0,1428.3, 1445.00,1445.0,1443.22,474730,28976, 221480, 46.65
CYIENT, EQ, 05-Dec-2022,844.3,849.95,857.9,831.1, 855.90,855.25,842.03,265931,16310, 161385, 60.69
DAAWAT, EQ, 05-Dec-2022,115.75,116.0,116.65,113.85, 114.00,114.05,114.78,701535,6371, 348079, 49.62
DABUR, EQ, 05-Dec-2022,591.15,591.0,592.5,582.85, 588.00,587.1,585.88,3137533,50256, 2240126, 71.40
DALBHARAT, EQ, 05-Dec-2022,1936.7,1939.0,1946.85,1875.0, 1878.00,1885.5,1896.28,509770,34186, 281628, 55.25
DALMIASUG, EQ, 05-Dec-2022,366.9,368.7,371.4,361.3, 370.00,367.75,366.92,109258,6100, 50598, 46.31
DBCORP, EQ, 05-Dec-2022,117.25,117.8,126.0,117.8, 124.50,124.05,123.06,765466,9785, 346665, 45.29
DBL, EQ, 05-Dec-2022,238.1,242.85,247.0,240.15, 240.30,241.4,243.47,709866,11698, 247958, 34.93
DCAL, EQ, 05-Dec-2022,97.85,98.5,101.95,98.35, 99.70,99.8,100.52,1202774,8505, 681656, 56.67
DCBBANK, EQ, 05-Dec-2022,136.5,137.5,140.0,126.0, 130.00,129.95,133.13,7169103,38192, 2621738, 36.57
DCMSHRIRAM, EQ, 05-Dec-2022,888.65,892.45,893.65,878.55, 887.95,883.65,888.69,22734,2123, 11966, 52.63
DEEPAKNTR, EQ, 05-Dec-2022,2211.5,2222.55,2260.9,2197.0, 2251.00,2255.45,2238.13,659986,36315, 199045, 30.16
DELTACORP, EQ, 05-Dec-2022,228.4,229.5,234.9,228.2, 234.05,234.2,233.02,5956549,32942, 1956796, 32.85
DEN, EQ, 05-Dec-2022,37.0,37.05,37.5,36.5, 36.65,36.7,37.0,1616437,4195, 634897, 39.28
DFMFOODS, EQ, 05-Dec-2022,402.75,413.0,415.0,389.6, 408.50,410.35,408.76,318235,6974, 162934, 51.20
DHAMPURSUG, EQ, 05-Dec-2022,234.6,234.95,236.9,229.1, 230.50,230.2,232.91,285492,6151, 138510, 48.52
DHANI, EQ, 05-Dec-2022,46.95,47.4,49.25,47.05, 47.40,47.3,48.15,4117809,9440, 2098485, 50.96
DHANUKA, EQ, 05-Dec-2022,705.3,714.0,714.8,698.65, 700.35,701.45,707.06,29201,2890, 16289, 55.78
DIAMONDYD, EQ, 05-Dec-2022,942.8,935.2,953.55,890.7, 901.40,910.35,915.49,25182,2471, 8331, 33.08
DISHTV, EQ, 05-Dec-2022,22.2,22.55,23.2,22.0, 22.45,22.35,22.54,14943169,14685, 8145062, 54.51
DIVISLAB, EQ, 05-Dec-2022,3381.25,3394.95,3395.0,3347.0, 3364.50,3368.85,3361.0,379966,36876, 210204, 55.32
DIXON, EQ, 05-Dec-2022,4375.15,4380.0,4405.0,4344.6, 4353.00,4368.3,4373.76,68056,8332, 27156, 39.90
DLF, EQ, 05-Dec-2022,410.75,412.3,418.5,410.0, 416.50,417.25,415.7,6361119,78266, 2270553, 35.69
DMART, EQ, 05-Dec-2022,4005.75,4010.0,4049.95,3975.0, 4029.00,4028.15,4006.31,217716,31136, 118631, 54.49
DOLLAR, EQ, 05-Dec-2022,428.65,430.65,431.6,424.9, 427.00,426.15,427.7,49398,2324, 31406, 63.58
DRREDDY, EQ, 05-Dec-2022,4510.4,4529.9,4532.0,4450.15, 4475.60,4479.4,4486.94,392339,31670, 258153, 65.80
EASEMYTRIP, EQ, 05-Dec-2022,64.3,65.0,65.3,59.6, 61.30,61.2,61.66,35612516,104454, 9085978, 25.51
EDELWEISS, EQ, 05-Dec-2022,67.0,67.5,71.9,67.2, 69.40,69.65,70.23,7589407,25856, 1922955, 25.34
EICHERMOT, EQ, 05-Dec-2022,3331.85,3328.1,3360.0,3326.1, 3338.00,3344.4,3343.18,518257,41592, 211182, 40.75
EIDPARRY, EQ, 05-Dec-2022,603.95,600.15,607.2,597.9, 598.05,600.5,602.98,150444,7669, 76646, 50.95
EIHOTEL, EQ, 05-Dec-2022,175.95,175.95,177.95,175.7, 177.40,177.3,176.85,292875,5347, 182208, 62.21
ELGIEQUIP, EQ, 05-Dec-2022,488.85,492.0,493.75,486.8, 489.00,491.45,490.51,141759,7025, 65327, 46.08
EMAMILTD, EQ, 05-Dec-2022,459.5,460.0,462.5,457.6, 459.50,459.15,458.66,198259,10146, 130141, 65.64
ENDURANCE, EQ, 05-Dec-2022,1504.85,1512.8,1517.85,1491.2, 1499.00,1501.85,1501.79,15592,4254, 7561, 48.49
ENGINERSIN, EQ, 05-Dec-2022,82.4,82.8,82.9,80.4, 80.75,80.65,81.23,3186977,11401, 1638608, 51.42
EPL, EQ, 05-Dec-2022,159.95,162.0,166.4,161.35, 162.90,162.9,164.06,400620,13482, 180086, 44.95
EQUITAS, EQ, 05-Dec-2022,118.9,119.0,122.2,118.3, 119.15,119.9,120.0,1250627,10084, 829007, 66.29
EQUITASBNK, EQ, 05-Dec-2022,56.65,56.9,57.2,55.5, 55.80,55.95,56.33,1287524,5033, 704875, 54.75
ERIS, EQ, 05-Dec-2022,664.85,660.0,672.0,658.3, 660.00,659.5,662.55,28161,2215, 21186, 75.23
ESABINDIA, EQ, 05-Dec-2022,4151.3,4155.0,4229.85,4131.6, 4200.00,4196.55,4181.23,15438,2967, 5950, 38.54
ESCORTS, EQ, 05-Dec-2022,2323.8,2343.2,2347.0,2308.0, 2320.00,2322.5,2326.11,337111,15067, 162408, 48.18
EVEREADY, EQ, 05-Dec-2022,348.55,350.4,354.4,344.5, 351.00,347.8,346.92,94881,2176, 59422, 62.63
EXIDEIND, EQ, 05-Dec-2022,190.6,191.15,192.45,189.05, 191.25,191.6,191.25,4492358,35747, 2508832, 55.85
FACT, EQ, 05-Dec-2022,146.25,147.85,150.8,145.55, 146.60,146.55,148.33,450612,6700, 141983, 31.51
FDC, EQ, 05-Dec-2022,283.55,283.0,289.9,282.6, 286.05,285.4,286.72,89090,4296, 36616, 41.10
FEDERALBNK, EQ, 05-Dec-2022,133.25,133.8,137.65,133.05, 137.50,137.3,136.1,14401826,78952, 5622241, 39.04
FILATEX, EQ, 05-Dec-2022,97.65,98.15,99.85,97.2, 98.50,98.0,98.33,214482,5349, 124340, 57.97
FINCABLES, EQ, 05-Dec-2022,564.1,568.85,568.9,558.0, 560.00,560.4,560.8,146683,7715, 80156, 54.65
FINEORG, EQ, 05-Dec-2022,6105.6,6150.0,6220.0,6121.1, 6187.90,6174.75,6178.45,46871,9368, 28909, 61.68
FINPIPE, EQ, 05-Dec-2022,163.4,164.1,175.75,163.55, 175.15,174.35,172.67,5308683,47631, 1592081, 29.99
FMGOETZE, EQ, 05-Dec-2022,308.8,311.15,311.5,306.4, 307.00,307.2,308.13,58348,989, 40529, 69.46
FORTIS, EQ, 05-Dec-2022,288.7,289.95,291.95,286.2, 288.45,287.8,290.61,1605493,8664, 1348002, 83.96
FSL, EQ, 05-Dec-2022,113.55,114.1,114.8,112.7, 113.60,113.5,113.67,2061997,11771, 870305, 42.21
GABRIEL, EQ, 05-Dec-2022,189.3,190.95,191.65,185.55, 186.05,187.1,188.19,352579,6470, 179876, 51.02
GAEL, EQ, 05-Dec-2022,240.15,241.4,242.05,236.05, 236.95,237.1,237.57,204332,6821, 110072, 53.87
GAIL, EQ, 05-Dec-2022,93.2,93.5,93.9,92.65, 93.20,93.15,93.1,15148621,36783, 10976500, 72.46
GALAXYSURF, EQ, 05-Dec-2022,2758.9,2752.0,2800.0,2752.0, 2767.00,2768.6,2772.6,20111,4152, 10578, 52.60
GANECOS, EQ, 05-Dec-2022,890.3,882.0,940.0,882.0, 929.90,926.9,916.12,157761,7124, 51737, 32.79
GARFIBRES, EQ, 05-Dec-2022,3428.95,3455.65,3462.85,3375.9, 3415.00,3415.45,3427.65,9855,2885, 5464, 55.44
GATI, EQ, 05-Dec-2022,161.95,163.45,163.6,161.05, 162.00,162.0,162.12,242486,3607, 129235, 53.30
GENUSPOWER, EQ, 05-Dec-2022,94.85,95.55,98.2,95.25, 96.45,96.0,96.52,605635,5734, 198030, 32.70
GEOJITFSL, EQ, 05-Dec-2022,47.65,47.85,49.1,47.85, 47.95,48.05,48.39,917404,6233, 556210, 60.63
GEPIL, EQ, 05-Dec-2022,164.3,164.0,164.0,158.4, 160.25,160.85,161.13,278496,4944, 140307, 50.38
GESHIP, EQ, 05-Dec-2022,693.95,697.05,702.9,684.05, 685.50,691.05,693.16,276996,15830, 114516, 41.34
GET&D, EQ, 05-Dec-2022,129.95,129.95,131.0,125.35, 125.95,125.9,127.7,120739,2519, 68501, 56.73
GHCL, EQ, 05-Dec-2022,575.55,575.8,578.3,572.5, 573.00,573.5,575.12,109742,4732, 64078, 58.39
GICRE, EQ, 05-Dec-2022,148.65,149.2,151.95,148.5, 149.50,149.55,150.46,780956,10541, 342015, 43.79
GILLETTE, EQ, 05-Dec-2022,5174.1,5174.1,5185.55,5112.3, 5132.00,5141.2,5139.79,3007,968, 1786, 59.39
GLAND, EQ, 05-Dec-2022,1720.75,1735.15,1769.95,1728.25, 1744.00,1748.55,1750.24,399015,18405, 107391, 26.91
GLAXO, EQ, 05-Dec-2022,1336.15,1337.35,1344.9,1319.9, 1342.00,1341.85,1334.31,39178,4375, 24022, 61.32
GLENMARK, EQ, 05-Dec-2022,434.95,434.95,439.4,431.0, 434.55,435.8,435.69,955377,15174, 297212, 31.11
GMDCLTD, EQ, 05-Dec-2022,161.05,161.95,163.45,158.55, 160.30,160.3,160.53,992543,8326, 350737, 35.34
GMMPFAUDLR, EQ, 05-Dec-2022,1945.4,1945.4,1953.85,1896.0, 1909.00,1906.55,1915.21,61849,8835, 37467, 60.58
GMRINFRA, EQ, 05-Dec-2022,42.9,42.95,43.6,42.7, 43.45,43.4,43.15,16381267,49537, 7329674, 44.74
