SYMBOL,SERIES,DATE,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,NO_OF_TRADES,DELIV_QTY,DELIV_PER
AMRUTANJAN, EQ, 29-Nov-2022,703.9,703.9,710.4,703.9,707.7,705.6,706.91,12389,1878, 7688, 62.06
ANURAS, EQ, 29-Nov-2022,730.65,732.5,735.0,725.4,726.2,727.05,728.22,59474,3969, 31116, 52.32
APARINDS, EQ, 29-Nov-2022,1501.35,1510.0,1516.7,1460.0,1461.0,1467.6,1477.54,49538,8614, 24700, 49.86
APLAPOLLO, EQ, 29-Nov-2022,1086.35,1089.8,1093.25,1070.0,1077.0,1074.45,1078.38,174045,17392, 92046, 52.89
APLLTD, EQ, 29-Nov-2022,600.05,603.1,605.65,596.1,596.1,597.6,599.02,53060,2229, 29929, 56.41
APOLLOHOSP, EQ, 29-Nov-2022,4721.85,4725.0,4842.0,4707.65,4712.6,4719.2,4771.66,910558,64160, 283428, 31.13
APOLLOPIPE, EQ, 29-Nov-2022,495.7,495.7,504.85,489.55,494.0,494.7,499.37,45493,2798, 30734, 67.56
APOLLOTYRE, EQ, 29-Nov-2022,312.7,314.3,318.0,312.95,314.2,315.15,315.49,7814998,66006, 1998259, 25.57
ARVIND, EQ, 29-Nov-2022,94.25,94.3,95.0,92.5,92.75,92.85,93.46,682562,5615, 356598, 52.24
ARVINDFASN, EQ, 29-Nov-2022,334.05,334.95,336.45,327.5,328.15,329.45,331.27,123720,5657, 55637, 44.97
ASAHIINDIA, EQ, 29-Nov-2022,616.05,615.45,620.0,611.0,613.0,613.2,615.58,56262,4755, 23965, 42.60
ASHIANA, EQ, 29-Nov-2022,145.65,145.0,146.45,143.5,144.0,144.1,145.13,25548,1125, 13233, 51.80
ASHOKA, EQ, 29-Nov-2022,77.6,78.2,79.55,76.55,76.8,76.9,77.94,1201004,8920, 645655, 53.76
ASHOKLEY, EQ, 29-Nov-2022,150.0,150.35,150.35,148.2,148.4,148.55,149.29,8878462,37949, 4544541, 51.19
ASIANPAINT, EQ, 29-Nov-2022,3151.2,3157.0,3169.0,3127.15,3133.0,3135.05,3143.55,877720,58639, 488650, 55.67
ASTEC, EQ, 29-Nov-2022,2082.2,2130.0,2130.0,2065.15,2085.0,2074.8,2090.66,22074,4517, 12679, 57.44
ASTERDM, EQ, 29-Nov-2022,232.15,232.0,235.8,231.1,233.0,233.35,233.33,347199,7406, 124962, 35.99
ASTRAL, EQ, 29-Nov-2022,1895.9,1900.0,1907.7,1878.55,1883.0,1882.05,1890.18,185029,22107, 86093, 46.53
ASTRAZEN, EQ, 29-Nov-2022,3360.95,3360.0,3395.95,3318.9,3348.0,3334.0,3368.8,9088,2432, 4478, 49.27
ATFL, EQ, 29-Nov-2022,829.6,833.0,838.8,813.8,831.0,823.45,821.04,11232,1953, 5999, 53.41
ATUL, EQ, 29-Nov-2022,8420.7,8348.35,8438.0,8270.0,8292.2,8343.35,8358.89,27812,4514, 11066, 39.79
AUBANK, EQ, 29-Nov-2022,638.75,639.0,641.9,625.85,627.65,627.35,630.64,791869,26595, 389036, 49.13
AUROPHARMA, EQ, 29-Nov-2022,467.35,467.5,472.8,466.0,466.75,466.6,468.87,1069123,22700, 426989, 39.94
AUTOAXLES, EQ, 29-Nov-2022,2019.8,2029.9,2039.7,1980.0,1980.0,1986.45,2000.53,4929,1339, 2779, 56.38
AVANTIFEED, EQ, 29-Nov-2022,386.1,386.1,389.0,383.05,385.4,385.05,385.19,622567,22600, 451569, 72.53
AXISBANK, EQ, 29-Nov-2022,891.7,894.4,901.9,890.0,891.4,892.55,896.46,5661158,117998, 3795568, 67.05
BAJAJ-AUTO, EQ, 29-Nov-2022,3676.7,3680.35,3697.0,3652.0,3654.7,3660.1,3672.71,134922,14817, 63470, 47.04
BAJAJCON, EQ, 29-Nov-2022,157.45,157.95,166.55,157.35,164.5,164.45,164.38,1356152,19046, 533171, 39.31
BAJAJELEC, EQ, 29-Nov-2022,1136.05,1136.05,1142.5,1120.1,1140.1,1138.85,1131.08,51926,4724, 24730, 47.63
BAJAJFINSV, EQ, 29-Nov-2022,1652.85,1649.0,1652.85,1630.05,1633.0,1632.0,1637.83,1346735,54212, 693387, 51.49
BAJAJHLDNG, EQ, 29-Nov-2022,6395.3,6420.8,6440.8,5990.65,6025.0,6024.1,6137.24,255091,44433, 108156, 42.40
BAJFINANCE, EQ, 29-Nov-2022,6777.45,6775.0,6808.9,6721.0,6729.2,6734.15,6759.86,681860,75473, 372862, 54.68
BALAMINES, EQ, 29-Nov-2022,2928.55,2940.0,3079.2,2925.0,3029.0,3039.9,3010.03,111928,14801, 38001, 33.95
BALKRISIND, EQ, 29-Nov-2022,2044.5,2040.0,2073.8,2030.15,2032.0,2035.0,2053.6,370078,16956, 178688, 48.28
BALMLAWRIE, EQ, 29-Nov-2022,123.6,123.55,124.55,121.0,121.25,121.3,122.27,231061,3139, 123261, 53.35
BALRAMCHIN, EQ, 29-Nov-2022,379.55,380.45,385.35,379.4,380.45,381.4,382.66,2058007,31675, 466160, 22.65
BANARISUG, EQ, 29-Nov-2022,3098.25,3140.0,3172.0,3107.0,3150.0,3151.6,3146.63,2328,635, 1728, 74.23
BANDHANBNK, EQ, 29-Nov-2022,224.35,223.95,237.45,223.5,234.1,234.15,232.42,26024133,133682, 9874414, 37.94
BANKBARODA, EQ, 29-Nov-2022,167.85,168.15,169.5,167.1,168.1,167.8,168.16,18315044,80723, 7219317, 39.42
BANKINDIA, EQ, 29-Nov-2022,81.25,81.6,85.5,81.15,83.8,83.75,83.64,22577829,54611, 9490144, 42.03
BASF, EQ, 29-Nov-2022,2639.95,2650.0,2660.0,2616.0,2633.0,2623.45,2631.81,15854,2161, 10244, 64.61
BATAINDIA, EQ, 29-Nov-2022,1711.45,1712.05,1722.5,1697.55,1701.0,1702.05,1707.96,202703,11847, 124554, 61.45
BBTC, EQ, 29-Nov-2022,914.15,915.05,976.95,915.05,957.3,960.25,961.92,417467,20149, 81201, 19.45
BDL, EQ, 29-Nov-2022,956.0,958.0,963.55,942.2,947.0,948.75,950.95,457663,17859, 153309, 33.50
BECTORFOOD, EQ, 29-Nov-2022,427.85,430.9,439.5,426.8,431.4,430.35,434.43,338189,13335, 164320, 48.59
BEL, EQ, 29-Nov-2022,107.4,107.9,107.9,105.25,105.5,106.15,106.73,8717535,46953, 4904468, 56.26
BEML, EQ, 29-Nov-2022,1487.45,1490.0,1500.0,1470.0,1474.0,1472.8,1484.42,56222,4528, 29451, 52.38
BEPL, EQ, 29-Nov-2022,110.75,111.1,111.75,110.0,110.15,110.1,110.35,269569,5370, 122443, 45.42
BERGEPAINT, EQ, 29-Nov-2022,619.4,621.2,622.0,611.1,612.25,612.2,616.47,550358,17295, 242972, 44.15
BHARATFORG, EQ, 29-Nov-2022,859.05,861.8,866.15,846.0,847.0,848.75,857.3,1039792,34708, 527938, 50.77
BHARATRAS, EQ, 29-Nov-2022,10051.4,10101.7,10101.7,10012.85,10023.0,10035.4,10051.28,742,376, 420, 56.60
BHARTIARTL, EQ, 29-Nov-2022,837.4,839.0,844.8,835.0,835.5,835.85,839.01,2680296,82799, 1656315, 61.80
BHEL, EQ, 29-Nov-2022,81.4,81.8,82.55,80.65,81.0,81.05,81.54,23237977,50061, 6730298, 28.96
BIOCON, EQ, 29-Nov-2022,281.2,282.5,283.5,281.85,282.0,282.1,282.39,764612,13333, 368680, 48.22
BIRLACORPN, EQ, 29-Nov-2022,934.3,937.9,955.55,933.55,939.85,936.0,942.3,75635,7569, 33222, 43.92
BLUEDART, EQ, 29-Nov-2022,7542.65,7600.0,7624.9,7524.0,7593.0,7577.25,7586.65,24177,8128, 14490, 59.93
BLUESTARCO, EQ, 29-Nov-2022,1220.85,1220.0,1242.0,1208.95,1225.0,1224.65,1226.49,57278,8425, 28332, 49.46
BOMDYEING, EQ, 29-Nov-2022,81.0,81.0,82.55,80.8,81.1,81.1,81.69,1605286,7177, 509939, 31.77
BOSCHLTD, EQ, 29-Nov-2022,16973.6,16903.6,17002.0,16766.0,16799.65,16795.2,16853.03,24072,5655, 16609, 69.00
BPCL, EQ, 29-Nov-2022,340.75,341.5,342.35,336.2,338.45,339.05,338.63,5027834,60130, 1941104, 38.61
BRIGADE, EQ, 29-Nov-2022,488.55,489.95,495.0,477.3,480.0,482.5,488.1,113223,9217, 50530, 44.63
BRITANNIA, EQ, 29-Nov-2022,4213.05,4225.0,4302.0,4225.0,4275.0,4285.35,4270.8,598884,47330, 261742, 43.70
BSE, EQ, 29-Nov-2022,570.8,580.0,583.75,574.2,578.5,580.3,579.27,1111544,31995, 528276, 47.53
BSOFT, EQ, 29-Nov-2022,299.6,300.2,300.55,295.05,295.75,295.55,297.0,1707230,23467, 592648, 34.71
CAMLINFINE, EQ, 29-Nov-2022,163.55,164.0,165.65,161.0,163.3,162.5,163.08,531740,7736, 245362, 46.14
CANBK, EQ, 29-Nov-2022,324.15,324.75,326.55,321.0,321.7,321.75,323.43,7020591,49199, 2111994, 30.08
CANFINHOME, EQ, 29-Nov-2022,545.95,549.35,554.0,546.3,548.0,549.2,550.05,770660,18913, 348164, 45.18
CAPACITE, EQ, 29-Nov-2022,143.25,143.25,147.5,143.25,143.9,144.05,145.58,283313,4766, 208916, 73.74
CAPLIPOINT, EQ, 29-Nov-2022,758.25,762.05,763.4,750.0,750.5,754.25,756.48,23741,2689, 12990, 54.72
CARBORUNIV, EQ, 29-Nov-2022,841.8,850.0,859.0,835.1,835.55,838.4,849.37,81352,5307, 30109, 37.01
CARERATING, EQ, 29-Nov-2022,547.0,553.0,554.0,543.4,550.9,549.25,548.93,73375,3005, 35132, 47.88
CASTROLIND, EQ, 29-Nov-2022,129.95,130.6,130.95,128.25,129.0,128.75,129.36,578262,6356, 323114, 55.88
CCL, EQ, 29-Nov-2022,518.15,520.0,544.5,517.3,537.4,539.15,536.1,838832,26705, 273601, 32.62
CDSL, EQ, 29-Nov-2022,1225.65,1229.0,1247.0,1226.05,1232.5,1234.45,1236.87,352320,17461, 137270, 38.96
CEATLTD, EQ, 29-Nov-2022,1918.5,1934.0,1954.6,1910.0,1922.0,1929.9,1932.88,570612,28829, 86107, 15.09
CENTRALBK, EQ, 29-Nov-2022,25.55,25.75,25.8,25.0,25.2,25.15,25.26,13908108,14086, 3892705, 27.99
CENTRUM, EQ, 29-Nov-2022,24.75,24.6,25.1,24.6,24.7,24.8,24.82,123160,677, 86467, 70.21
CENTURYPLY, EQ, 29-Nov-2022,563.0,565.85,566.75,550.5,550.85,553.1,555.38,201983,20138, 141346, 69.98
CENTURYTEX, EQ, 29-Nov-2022,804.0,805.9,807.9,790.0,793.8,793.05,796.37,60921,4070, 27072, 44.44
CERA, EQ, 29-Nov-2022,5541.85,5550.0,5600.0,5501.05,5510.0,5515.4,5526.74,12218,2615, 5115, 41.86
CESC, EQ, 29-Nov-2022,74.9,75.0,75.35,74.7,74.95,74.9,74.97,924135,4762, 537161, 58.13
CGCL, EQ, 29-Nov-2022,743.05,744.0,747.8,732.05,741.0,744.5,741.09,37093,1648, 10651, 28.71
CHALET, EQ, 29-Nov-2022,359.85,359.85,363.35,348.85,360.0,358.6,355.73,135128,4237, 50108, 37.08
CHAMBLFERT, EQ, 29-Nov-2022,308.5,308.8,311.35,305.5,306.5,306.45,308.59,2443102,25422, 650640, 26.63
CHEMCON, EQ, 29-Nov-2022,299.7,302.95,303.5,294.5,297.5,298.1,298.51,119181,5181, 53495, 44.89
CHENNPETRO, EQ, 29-Nov-2022,211.4,212.5,214.0,207.1,209.95,209.65,210.36,763856,15047, 268796, 35.19
CHOLAFIN, EQ, 29-Nov-2022,720.3,720.3,720.7,712.25,714.5,714.75,715.53,797432,27077, 455888, 57.17
CHOLAHLDNG, EQ, 29-Nov-2022,580.2,582.8,592.0,573.0,573.3,581.2,584.33,87980,4467, 69754, 79.28
CIPLA, EQ, 29-Nov-2022,1101.75,1106.0,1125.85,1105.0,1122.1,1121.15,1118.33,1899345,67007, 840092, 44.23
COALINDIA, EQ, 29-Nov-2022,229.85,230.2,231.3,226.35,226.55,227.2,228.19,6628470,68910, 3443083, 51.94
COCHINSHIP, EQ, 29-Nov-2022,655.3,654.9,658.7,636.65,640.5,640.6,647.25,1119083,28154, 179737, 16.06
COFORGE, EQ, 29-Nov-2022,3979.4,3970.0,4010.0,3941.35,3950.05,3977.75,3988.57,193016,16491, 52448, 27.17
COLPAL, EQ, 29-Nov-2022,1579.15,1580.0,1615.0,1579.05,1605.0,1602.6,1602.77,454895,21571, 262288, 57.66
CONCOR, EQ, 29-Nov-2022,765.0,770.0,770.75,755.15,759.0,759.65,762.47,935830,26081, 437392, 46.74
CONFIPET, EQ, 29-Nov-2022,81.65,82.0,82.65,78.8,79.1,79.7,80.63,585027,5275, 332590, 56.85
COROMANDEL, EQ, 29-Nov-2022,918.65,918.75,921.45,911.55,916.0,918.5,916.69,291117,17759, 165305, 56.78
CRAFTSMAN, EQ, 29-Nov-2022,3029.6,3022.8,3113.0,3012.25,3033.0,3058.6,3083.5,43919,10723, 24319, 55.37
CREDITACC, EQ, 29-Nov-2022,982.2,987.7,1004.8,962.65,965.0,967.3,980.96,120907,9407, 60431, 49.98
CRISIL, EQ, 29-Nov-2022,2969.25,2967.5,2991.0,2915.45,2940.0,2938.1,2948.87,14548,4376, 8428, 57.93
CROMPTON, EQ, 29-Nov-2022,362.45,362.5,371.2,360.9,364.9,364.9,366.27,842273,13798, 349379, 41.48
CSBBANK, EQ, 29-Nov-2022,219.75,220.65,224.1,219.15,220.85,220.5,221.24,160265,3479, 70016, 43.69
CUB, EQ, 29-Nov-2022,189.95,191.05,191.55,186.4,187.0,186.75,188.41,1240479,11046, 392781, 31.66
CUMMINSIND, EQ, 29-Nov-2022,1390.4,1392.3,1395.0,1367.95,1373.95,1371.6,1377.95,410380,16204, 259170, 63.15
CYIENT, EQ, 29-Nov-2022,807.8,810.05,830.0,808.0,826.95,822.9,818.35,308142,16341, 188905, 61.30
DAAWAT, EQ, 29-Nov-2022,112.9,113.5,114.0,111.1,111.2,111.4,111.84,787641,10350, 397965, 50.53
DABUR, EQ, 29-Nov-2022,558.6,559.85,598.3,558.1,594.95,593.1,588.56,11072058,154682, 4840387, 43.72
DALBHARAT, EQ, 29-Nov-2022,1759.7,1770.15,1782.55,1755.0,1757.9,1766.25,1769.97,245696,13878, 64718, 26.34
DALMIASUG, EQ, 29-Nov-2022,354.2,354.2,360.0,339.0,351.65,351.65,353.66,124565,4588, 68887, 55.30
DBCORP, EQ, 29-Nov-2022,113.55,114.35,116.8,112.3,115.7,115.45,114.98,463454,6794, 275069, 59.35
DBL, EQ, 29-Nov-2022,233.1,233.95,242.2,233.45,235.9,236.45,238.88,680190,13060, 222058, 32.65
DCAL, EQ, 29-Nov-2022,100.15,100.9,101.3,98.8,99.0,99.2,99.9,405662,5076, 263113, 64.86
DCBBANK, EQ, 29-Nov-2022,125.65,126.25,129.9,123.2,127.4,127.45,127.08,4799585,26582, 2062454, 42.97
DCMSHRIRAM, EQ, 29-Nov-2022,847.3,860.0,865.45,848.0,860.0,852.8,856.56,155722,5139, 112481, 72.23
DEEPAKNTR, EQ, 29-Nov-2022,2122.7,2125.0,2176.2,2116.35,2170.7,2168.9,2150.38,522688,27665, 192704, 36.87
DELTACORP, EQ, 29-Nov-2022,232.1,233.0,233.3,228.0,228.1,228.45,229.69,5082382,34230, 1701045, 33.47
DEN, EQ, 29-Nov-2022,35.3,35.5,35.9,35.15,35.3,35.3,35.51,798203,2273, 336286, 42.13
DFMFOODS, EQ, 29-Nov-2022,383.15,384.0,398.4,384.0,396.0,393.9,391.82,181679,4905, 118501, 65.23
DHAMPURSUG, EQ, 29-Nov-2022,225.5,225.3,228.5,223.85,226.35,226.2,226.75,216489,4462, 102327, 47.27
DHANI, EQ, 29-Nov-2022,49.85,50.6,50.95,47.85,48.15,48.1,49.03,2472235,11644, 1393119, 56.35
DHANUKA, EQ, 29-Nov-2022,706.65,706.75,714.3,705.0,705.0,705.75,708.03,26553,4006, 15014, 56.54
DIAMONDYD, EQ, 29-Nov-2022,959.75,973.0,973.0,950.0,950.0,950.95,956.34,3832,758, 2283, 59.58
DISHTV, EQ, 29-Nov-2022,20.05,20.15,20.7,19.15,20.5,20.45,20.0,15544511,13154, 7442161, 47.88
DIVISLAB, EQ, 29-Nov-2022,3375.55,3377.65,3393.95,3363.0,3366.0,3372.7,3380.56,233990,21785, 138473, 59.18
DIXON, EQ, 29-Nov-2022,4338.1,4325.0,4350.75,4272.05,4275.0,4281.7,4294.53,105824,14925, 47544, 44.93
DLF, EQ, 29-Nov-2022,395.2,394.65,397.85,391.0,391.5,392.55,393.7,3448261,35466, 1607197, 46.61
DMART, EQ, 29-Nov-2022,3907.7,3907.0,3977.55,3898.0,3964.0,3965.1,3940.68,344369,46835, 196087, 56.94
DOLLAR, EQ, 29-Nov-2022,436.45,438.65,442.4,428.4,432.3,430.05,434.01,53841,2048, 35926, 66.73
DRREDDY, EQ, 29-Nov-2022,4402.0,4405.1,4478.7,4404.05,4454.5,4453.35,4451.06,409138,35372, 234215, 57.25
EASEMYTRIP, EQ, 29-Nov-2022,67.45,67.85,69.3,65.45,65.7,66.35,67.69,11034010,28917, 3634838, 32.94
EDELWEISS, EQ, 29-Nov-2022,66.9,67.0,69.15,66.5,66.8,66.8,67.6,2316078,10393, 976268, 42.15
EICHERMOT, EQ, 29-Nov-2022,3441.4,3450.4,3464.75,3405.0,3410.0,3416.1,3439.59,456872,35613, 243883, 53.38
EIDPARRY, EQ, 29-Nov-2022,611.05,612.8,614.5,595.0,595.0,595.95,601.3,221207,8638, 128365, 58.03
EIHOTEL, EQ, 29-Nov-2022,175.15,174.4,175.8,173.15,173.25,173.95,174.48,114343,2730, 62426, 54.60
ELGIEQUIP, EQ, 29-Nov-2022,492.65,492.0,492.0,467.0,471.0,470.4,478.67,368596,14598, 198455, 53.84
EMAMILTD, EQ, 29-Nov-2022,446.05,446.0,479.0,444.6,474.4,473.5,466.79,935910,25029, 413964, 44.23
ENDURANCE, EQ, 29-Nov-2022,1522.3,1510.0,1542.8,1501.2,1508.95,1504.75,1520.68,19105,3954, 10213, 53.46
ENGINERSIN, EQ, 29-Nov-2022,84.0,84.0,84.3,81.75,82.0,82.15,82.79,4089456,17919, 1731542, 42.34
EPL, EQ, 29-Nov-2022,165.35,166.15,166.7,161.45,162.5,162.15,164.0,250019,9203, 143134, 57.25
EQUITAS, EQ, 29-Nov-2022,113.6,113.6,118.85,113.6,116.4,116.65,116.86,2257677,20788, 1331434, 58.97
EQUITASBNK, EQ, 29-Nov-2022,53.6,53.6,54.0,53.5,53.5,53.65,53.66,1421357,4392, 862838, 60.71
ERIS, EQ, 29-Nov-2022,683.55,686.0,686.0,666.05,675.0,673.8,674.46,111118,8336, 80751, 72.67
ESABINDIA, EQ, 29-Nov-2022,3804.55,3776.0,3840.0,3745.05,3801.0,3813.55,3807.41,2196,672, 953, 43.40
ESCORTS, EQ, 29-Nov-2022,2268.75,2270.0,2284.0,2244.1,2262.0,2262.25,2260.67,252243,13890, 37147, 14.73
EVEREADY, EQ, 29-Nov-2022,351.35,351.0,356.95,343.2,347.2,348.15,349.2,146888,4162, 79776, 54.31
EXIDEIND, EQ, 29-Nov-2022,185.7,185.7,187.2,184.15,185.5,185.9,186.11,2820098,30904, 1425620, 50.55
FACT, EQ, 29-Nov-2022,150.75,150.75,150.75,146.7,147.55,148.0,148.8,586027,7259, 195814, 33.41
FDC, EQ, 29-Nov-2022,289.35,288.3,291.5,286.0,287.0,286.9,288.5,71872,3091, 32940, 45.83
FEDERALBNK, EQ, 29-Nov-2022,133.8,133.75,134.7,132.05,132.35,132.45,133.01,6388679,25323, 2973698, 46.55
FILATEX, EQ, 29-Nov-2022,95.05,96.9,97.9,95.6,96.5,96.85,97.04,222211,3778, 103351, 46.51
FINCABLES, EQ, 29-Nov-2022,559.4,561.0,585.2,559.05,577.95,580.05,576.53,569413,19677, 216940, 38.10
FINEORG, EQ, 29-Nov-2022,6124.05,6131.0,6157.95,6105.0,6142.3,6133.65,6129.8,20161,4415, 9662, 47.92
FINPIPE, EQ, 29-Nov-2022,158.85,159.65,160.45,155.45,156.6,156.4,157.11,527078,8419, 308364, 58.50
FMGOETZE, EQ, 29-Nov-2022,306.15,306.95,308.45,304.8,305.0,305.2,306.17,49560,1157, 37241, 75.14
FORTIS, EQ, 29-Nov-2022,292.5,292.5,295.1,292.0,294.75,294.25,294.04,993623,19236, 743042, 74.78
FSL, EQ, 29-Nov-2022,109.2,109.2,110.25,108.65,109.2,109.1,109.34,1534356,12210, 836262, 54.50
GABRIEL, EQ, 29-Nov-2022,198.15,200.0,200.9,189.35,190.5,190.95,194.86,1235853,17308, 560901, 45.39
GAEL, EQ, 29-Nov-2022,231.6,232.0,234.65,228.15,229.0,229.75,231.36,150231,4644, 91373, 60.82
GAIL, EQ, 29-Nov-2022,92.75,93.0,94.65,92.05,94.25,94.15,93.56,18484964,53345, 9898150, 53.55
GALAXYSURF, EQ, 29-Nov-2022,2801.9,2800.0,2803.0,2750.1,2772.0,2767.1,2772.42,20740,4078, 14982, 72.24
GANECOS, EQ, 29-Nov-2022,918.2,915.1,924.95,902.0,902.05,905.8,916.44,37698,2211, 19129, 50.74
GARFIBRES, EQ, 29-Nov-2022,3310.0,3325.0,3342.0,3280.1,3315.2,3319.7,3317.39,3424,1198, 2010, 58.70
GATI, EQ, 29-Nov-2022,165.2,165.9,170.6,164.15,166.45,166.5,167.01,366567,6814, 153950, 42.00
GENUSPOWER, EQ, 29-Nov-2022,100.65,101.25,101.3,93.9,95.2,95.25,97.66,1039409,9674, 493028, 47.43
GEOJITFSL, EQ, 29-Nov-2022,47.15,47.35,47.55,46.75,47.0,47.05,47.14,404894,4679, 229658, 56.72
GEPIL, EQ, 29-Nov-2022,141.0,142.15,144.0,138.85,143.7,142.8,140.97,124246,2509, 72324, 58.21
GESHIP, EQ, 29-Nov-2022,692.85,700.0,700.7,675.0,686.0,686.65,684.92,360941,19489, 128288, 35.54
GET&D, EQ, 29-Nov-2022,131.9,131.2,133.4,128.8,129.0,129.05,131.19,34411,830, 23253, 67.57
GHCL, EQ, 29-Nov-2022,563.9,566.6,581.5,564.1,571.8,570.95,573.88,327552,12118, 201231, 61.43
GICRE, EQ, 29-Nov-2022,146.1,145.95,153.45,145.1,146.95,147.35,149.82,5648990,57948, 1801745, 31.89
GILLETTE, EQ, 29-Nov-2022,5061.25,5079.95,5100.0,5046.1,5100.0,5099.8,5081.42,9514,1062, 6804, 71.52
GLAND, EQ, 29-Nov-2022,1745.1,1760.0,1908.8,1732.2,1880.3,1877.95,1863.73,3084728,145206, 508307, 16.48
GLAXO, EQ, 29-Nov-2022,1329.25,1328.95,1330.1,1321.05,1330.1,1329.05,1326.11,21901,3425, 10468, 47.80
GLENMARK, EQ, 29-Nov-2022,432.3,431.9,444.0,430.5,437.0,438.3,439.61,1794039,39075, 461720, 25.74
GMDCLTD, EQ, 29-Nov-2022,148.9,148.4,153.0,147.2,149.6,149.8,150.67,1596429,14496, 566752, 35.50
GMMPFAUDLR, EQ, 29-Nov-2022,1893.35,1895.35,1915.45,1885.0,1898.0,1896.3,1895.99,37119,4765, 14748, 39.73
GMRINFRA, EQ, 29-Nov-2022,40.35,40.35,41.35,39.9,40.6,40.6,40.65,13669530,48302, 4138994, 30.28
GNFC, EQ, 29-Nov-2022,606.75,607.0,609.8,596.6,598.0,597.9,600.57,1050701,21782, 486630, 46.31
GODFRYPHLP, EQ, 29-Nov-2022,1742.05,1755.0,1819.0,1750.0,1819.0,1814.95,1794.22,147918,12614, 39016, 26.38
GODREJAGRO, EQ, 29-Nov-2022,484.15,486.6,487.4,478.0,478.05,478.8,480.58,61198,4250, 36718, 60.00
