SYMBOL,SERIES,DATE,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_VALUE,5DDeVA,%Change_In_Price,%Change_In_Deliv_vs_AVG,Intraday_volume
MASFIN, EQ, 25-Nov-2022,858.9,859.0,874.95,842.3,849.85,846.5,857.22,10798,1795,4931,45.67,,,,,
MASFIN, EQ, 28-Nov-2022,846.5,846.5,858.7,830.1,840.25,843.6,841.45,23358,3147,10501,44.96,,,,,
MASFIN, EQ, 29-Nov-2022,843.6,851.1,862.45,841.2,850.0,850.25,851.47,15603,2440,7728,49.53,,,,,
MASFIN, EQ, 30-Nov-2022,850.25,850.25,865.0,845.0,852.85,851.5,855.89,14972,2683,7276,48.6,,,,,
MASFIN, EQ, 01-Dec-2022,851.5,851.5,870.95,846.4,853.05,854.95,861.15,14323,2531,6150,42.94,,,,,
MASFIN, EQ, 02-Dec-2022,854.95,863.5,863.5,845.0,848.0,847.6,849.92,12641,1287,6241,49.37,,,,,
MASFIN, EQ, 05-Dec-2022,847.6,845.05,845.6,825.0,828.0,827.15,831.69,36735,2980,25205,68.61,,,,,
