SYMBOL,SERIES,DATE,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_VALUE,5DDeVA,%Change_In_Price,%Change_In_Deliv_vs_AVG,Intraday_volume
ICRA, EQ, 25-Nov-2022,4334.45,4296.0,4380.0,4270.0,4270.05,4288.5,4327.64,11333,1188,9213,81.29,,,,,
ICRA, EQ, 28-Nov-2022,4288.5,4340.0,4340.0,4210.25,4240.0,4241.05,4285.9,3556,906,1807,50.82,,,,,
ICRA, EQ, 29-Nov-2022,4241.05,4399.85,4574.4,4311.0,4469.0,4419.35,4462.0,30921,6730,7969,25.77,,,,,
ICRA, EQ, 30-Nov-2022,4419.35,4426.0,4510.0,4380.1,4381.0,4405.35,4449.65,7070,1964,2513,35.54,,,,,
ICRA, EQ, 01-Dec-2022,4405.35,4449.0,4449.0,4330.1,4392.0,4383.2,4371.76,4727,1530,2003,42.37,,,,,
ICRA, EQ, 02-Dec-2022,4383.2,4425.0,4430.0,4301.25,4370.0,4390.15,4364.26,3048,819,1414,46.39,,,,,
ICRA, EQ, 05-Dec-2022,4390.15,4442.6,4442.6,4340.0,4408.55,4418.35,4399.18,3085,874,1791,58.06,,,,,
