SYMBOL,SERIES,DATE,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_VALUE,5DDeVA,%Change_In_Price,%Change_In_Deliv_vs_AVG,Intraday_volume
TCNSBRANDS, EQ, 25-Nov-2022,571.1,571.7,581.4,567.3,571.0,571.5,574.02,40862,2400,12755,31.21,,,,,
TCNSBRANDS, EQ, 28-Nov-2022,571.5,574.4,584.5,569.95,578.0,580.05,578.06,30803,2184,11210,36.39,,,,,
TCNSBRANDS, EQ, 29-Nov-2022,580.05,580.05,585.2,573.8,576.0,575.55,580.34,16428,1131,8541,51.99,,,,,
TCNSBRANDS, EQ, 30-Nov-2022,575.55,575.55,580.0,566.0,566.0,569.25,571.74,21257,1592,16654,78.35,,,,,
TCNSBRANDS, EQ, 01-Dec-2022,569.25,569.05,574.6,563.0,566.0,564.4,569.67,36458,2402,26379,72.35,,,,,
TCNSBRANDS, EQ, 02-Dec-2022,564.4,569.0,578.0,564.5,567.15,567.35,569.25,30302,2621,20921,69.04,,,,,
TCNSBRANDS, EQ, 05-Dec-2022,567.35,568.0,581.0,565.5,568.0,569.3,573.3,30874,2526,19954,64.63,,,,,
