SYMBOL,SERIES,DATE,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_VALUE,5DDeVA,%Change_In_Price,%Change_In_Deliv_vs_AVG,Intraday_volume
DALBHARAT, EQ, 25-Nov-2022,1739.3,1742.0,1759.95,1725.0,1742.0,1742.15,1739.55,165367,10280,76219,46.09,,,,,
DALBHARAT, EQ, 28-Nov-2022,1742.15,1742.0,1764.4,1734.05,1752.15,1759.7,1751.74,114509,5426,60764,53.06,,,,,
DALBHARAT, EQ, 29-Nov-2022,1759.7,1770.15,1782.55,1755.0,1757.9,1766.25,1769.97,245696,13878,64718,26.34,,,,,
DALBHARAT, EQ, 30-Nov-2022,1766.25,1763.9,1826.0,1762.1,1824.95,1820.7,1796.82,581157,26653,236453,40.69,,,,,
DALBHARAT, EQ, 01-Dec-2022,1820.7,1828.0,1923.9,1824.05,1902.85,1901.2,1887.49,1124051,49031,332094,29.54,,,,,
DALBHARAT, EQ, 02-Dec-2022,1901.2,1898.0,1942.0,1892.0,1936.9,1936.7,1923.92,371680,18667,125726,33.83,,,,,
DALBHARAT, EQ, 05-Dec-2022,1936.7,1939.0,1946.85,1875.0,1878.0,1885.5,1896.28,509770,34186,281628,55.25,,,,,
