SYMBOL,SERIES,DATE,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_VALUE,5DDeVA,%Change_In_Price,%Change_In_Deliv_vs_AVG,Intraday_volume
INDIAMART, EQ, 25-Nov-2022,4338.15,4345.0,4395.0,4302.1,4374.7,4379.6,4348.72,52618,7493,17910,34.04,7.78855752,,,,
INDIAMART, EQ, 28-Nov-2022,4379.6,4398.85,4467.85,4356.3,4415.0,4405.7,4419.01,60592,7577,12816,21.15,5.663403216000001,,,,
INDIAMART, EQ, 29-Nov-2022,4405.7,4400.0,4450.0,4372.25,4385.5,4384.35,4412.8,41019,5799,11655,28.41,5.1431184,,,,
INDIAMART, EQ, 30-Nov-2022,4384.35,4398.8,4427.0,4360.0,4387.9,4383.6,4384.43,33183,7066,11090,33.42,4.86233287,,,,
INDIAMART, EQ, 01-Dec-2022,4383.6,4422.45,4500.0,4395.0,4446.7,4443.4,4463.24,84156,16006,26876,31.94,11.995403824,,,,
INDIAMART, EQ, 02-Dec-2022,4443.4,4430.0,4475.0,4414.55,4465.0,4466.75,4454.31,36064,6263,11204,31.07,4.990608924,7.090563166,0.5254984921456625,70.38381588546446,24860.0
INDIAMART, EQ, 05-Dec-2022,4466.75,4489.1,4496.0,4430.0,4470.05,4479.7,4475.2,40431,8258,15730,38.91,7.0394896,6.5309734468,0.2899199641797687,107.7862229473488,24701.0
