SYMBOL,SERIES,DATE,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_VALUE,5DDeVA,%Change_In_Price,%Change_In_Deliv_vs_AVG,Intraday_volume
ADFFOODS, EQ, 25-Nov-2022,762.2,753.2,775.0,753.2,770.0,771.75,768.42,13910,996,9490,68.22,0.72923058,,,,
ADFFOODS, EQ, 28-Nov-2022,771.75,779.0,779.0,751.15,754.1,755.05,764.82,10627,1225,5450,51.28,0.41682690000000006,,,,
ADFFOODS, EQ, 29-Nov-2022,755.05,750.0,835.0,750.0,825.0,825.45,817.65,212667,9696,85553,40.23,6.995241045,,,,
ADFFOODS, EQ, 30-Nov-2022,825.45,842.0,850.0,818.45,821.25,828.1,838.73,96002,6266,33266,34.65,2.790119218,,,,
ADFFOODS, EQ, 01-Dec-2022,828.1,833.4,849.3,810.05,824.0,836.6,828.46,49657,4573,24763,49.87,2.051515498,,,,
ADFFOODS, EQ, 02-Dec-2022,836.6,824.95,833.2,811.05,815.0,816.5,822.93,11985,1355,5639,47.05,0.464050227,2.5965866482,-2.4025818790341886,17.871547915479262,6346.0
ADFFOODS, EQ, 05-Dec-2022,816.5,822.0,822.0,790.55,804.0,799.65,807.55,19705,2161,9642,48.93,0.77863971,2.5435505776000005,-2.0636864666258448,30.612314803454606,10063.0
