SYMBOL,SERIES,DATE,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_VALUE,5DDeVA,%Change_In_Price,%Change_In_Deliv_vs_AVG,Intraday_volume
SCI, EQ, 25-Nov-2022,136.3,137.0,138.7,136.3,137.0,137.1,137.51,1442815,8925,652485,45.22,8.972321234999999,,,,
SCI, EQ, 28-Nov-2022,137.1,137.25,140.9,137.15,138.2,138.5,139.3,2291163,14326,817790,35.69,11.391814700000001,,,,
SCI, EQ, 29-Nov-2022,138.5,139.2,140.65,137.6,139.1,138.5,138.68,1139874,6617,525472,46.1,7.287245696000001,,,,
SCI, EQ, 30-Nov-2022,138.5,138.75,139.25,134.45,135.6,135.25,136.69,1281120,9047,665655,51.96,9.098838195,,,,
SCI, EQ, 01-Dec-2022,135.25,136.05,136.6,134.05,134.8,134.7,135.21,600520,4531,355262,59.16,4.803497502,,,,
SCI, EQ, 02-Dec-2022,134.7,135.5,136.8,133.05,133.9,133.9,134.2,1316186,7952,651805,49.52,8.7472231,8.3107434656,-0.593912397921294,105.25199263106467,664381.0
SCI, EQ, 05-Dec-2022,133.9,134.55,139.4,134.35,136.15,135.95,137.37,2306807,13125,792597,34.36,10.887904989,8.2657238386,1.5309932785660814,131.72355139854432,1514210.0
