SYMBOL,SERIES,DATE,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_VALUE,5DDeVA,%Change_In_Price,%Change_In_Deliv_vs_AVG,Intraday_volume
BHARTIARTL, EQ, 25-Nov-2022,848.35,852.0,860.0,841.6,847.5,846.85,846.75,2991065,61942,1501427,50.2,127.133331225,,,,
BHARTIARTL, EQ, 28-Nov-2022,846.85,840.25,852.55,836.05,838.5,837.4,841.09,3668846,97644,2447934,66.72,205.893280806,,,,
BHARTIARTL, EQ, 29-Nov-2022,837.4,839.0,844.8,835.0,835.5,835.85,839.01,2680296,82799,1656315,61.8,138.966484815,,,,
BHARTIARTL, EQ, 30-Nov-2022,835.85,834.8,852.0,832.6,850.8,848.75,845.05,6874390,130250,4835679,70.34,408.63905389499996,,,,
BHARTIARTL, EQ, 01-Dec-2022,848.75,853.0,853.2,841.6,848.0,848.6,847.33,4506664,121422,2840347,63.03,240.67112235100004,,,,
BHARTIARTL, EQ, 02-Dec-2022,848.6,851.4,851.95,839.1,848.9,848.65,844.74,3505272,127894,2256580,64.38,190.62233892,224.26065461840003,0.005892057506475904,85.00034892182104,1248692.0
BHARTIARTL, EQ, 05-Dec-2022,848.65,851.0,851.6,840.85,843.7,844.1,844.48,3311316,92049,2190055,66.14,184.94576464000002,236.9584561574,-0.5361456430801808,78.04986901043512,1121261.0
