SYMBOL,SERIES,DATE,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_VALUE,5DDeVA,%Change_In_Price,%Change_In_Deliv_vs_AVG,Intraday_volume
KAJARIACER, EQ, 25-Nov-2022,1045.0,1050.0,1118.0,1046.05,1111.5,1111.3,1087.12,475415,24457,239900,50.46,26.080008799999998,,,,
KAJARIACER, EQ, 28-Nov-2022,1111.3,1109.0,1194.9,1105.9,1176.0,1176.55,1160.28,553302,37737,190585,34.45,22.113196379999998,,,,
KAJARIACER, EQ, 29-Nov-2022,1176.55,1166.0,1179.0,1147.35,1151.0,1156.65,1163.71,147261,14294,52002,35.31,6.051524742,,,,
KAJARIACER, EQ, 30-Nov-2022,1156.65,1150.1,1169.95,1141.05,1145.05,1151.3,1155.68,98596,8924,41304,41.89,4.773420672,,,,
KAJARIACER, EQ, 01-Dec-2022,1151.3,1143.35,1195.0,1140.45,1166.0,1166.1,1173.09,232390,14542,117164,50.42,13.744391676,,,,
KAJARIACER, EQ, 02-Dec-2022,1166.1,1166.0,1194.0,1160.45,1180.0,1185.45,1180.71,136296,15078,60124,44.11,7.098900804,14.552508453999996,1.659377411885785,48.78128623968434,76172.0
KAJARIACER, EQ, 05-Dec-2022,1185.45,1177.25,1212.0,1170.05,1185.0,1184.5,1192.03,216494,11104,110436,51.01,13.164302508,10.756286854799999,-0.0801383440887465,122.38705313186607,106058.0
