SYMBOL,SERIES,DATE,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_VALUE,5DDeVA,%Change_In_Price,%Change_In_Deliv_vs_AVG,Intraday_volume
JKLAKSHMI, EQ, 25-Nov-2022,666.45,667.0,674.3,662.55,665.0,665.2,668.62,403110,10271,274964,68.21,18.384642968,,,,
JKLAKSHMI, EQ, 28-Nov-2022,665.2,665.5,681.7,664.95,675.9,676.35,676.19,250310,11436,102299,40.87,6.917356081,,,,
JKLAKSHMI, EQ, 29-Nov-2022,676.35,678.9,707.0,674.1,689.0,686.6,695.08,1070025,29665,416976,38.97,28.983167808000005,,,,
JKLAKSHMI, EQ, 30-Nov-2022,686.6,691.7,719.1,689.25,707.9,712.55,705.67,1091762,34472,379141,34.73,26.754842947,,,,
JKLAKSHMI, EQ, 01-Dec-2022,712.55,718.7,733.2,710.2,713.0,714.55,723.18,888913,25892,240255,27.03,17.374761089999996,,,,
JKLAKSHMI, EQ, 02-Dec-2022,714.55,715.0,751.0,710.3,745.25,748.55,739.15,1476913,55058,588491,39.85,43.498312264999996,19.6829541788,4.758239451402981,220.9948357846146,888422.0
JKLAKSHMI, EQ, 05-Dec-2022,748.55,748.55,834.75,747.0,822.9,825.35,800.9,3968081,84372,822641,20.73,65.88531769,24.7056880382,10.25983568231916,266.6807643168162,3145440.0
